Gene,Gene name,TLS23A/AGGGTA,TLS23A/GTTAGG,TLS23B/AGGGTA,TLS23B/GTTAGG,TLS23D/AGGGTA,TLS23D/GTTAGG,TLS23E/AGGGTA,TLS23E/GTTAGG,TLS23F/AGGGTA,TLS23F/GTTAGG
ENSMUSG00000029128.13,Rab28,13,3,8,10,5,4,8,2,5,2
ENSMUSG00000061755.11,Bod1l,9,10,19,10,15,3,20,2,18,1
ENSMUSG00000105087.2,Gm42552,1,0,1,0,0,0,0,0,1,0
ENSMUSG00000039782.16,Cpeb2,18,5,26,12,24,10,33,6,30,4
ENSMUSG00000039765.16,Cc2d2a,7,3,9,4,12,3,8,3,6,4
ENSMUSG00000039753.17,Fbxl5,18,2,26,10,24,1,14,5,18,2
ENSMUSG00000029082.18,Bst1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000029086.16,Prom1,36,10,26,20,26,6,55,12,19,7
ENSMUSG00000105264.2,Gm42716,1,2,0,2,0,0,0,0,0,0
ENSMUSG00000046985.12,Tapt1,4,3,7,3,5,1,4,2,3,1
ENSMUSG00000105519.2,E430021H15Rik,2,0,1,3,0,0,1,0,0,0
ENSMUSG00000039706.12,Ldb2,6,0,12,6,8,3,3,1,8,0
ENSMUSG00000105861.2,Gm43508,1,0,1,1,1,1,0,0,1,0
ENSMUSG00000104851.2,E030026E10Rik,1,0,2,0,0,0,0,0,1,0
ENSMUSG00000015806.13,Qdpr,6,2,7,5,4,4,14,2,6,5
ENSMUSG00000015804.15,Med28,5,2,5,1,1,1,2,1,6,0
ENSMUSG00000015879.9,Fam184b,1,0,2,1,3,0,1,0,4,0
ENSMUSG00000015880.14,Ncapg,2,0,0,1,0,0,0,0,0,0
ENSMUSG00000015882.19,Lcorl,6,1,6,3,5,3,7,1,2,0
ENSMUSG00000104852.2,Gm43201,2,0,3,0,0,0,0,1,1,0
ENSMUSG00000105457.2,Gm43200,1,1,2,1,0,0,0,0,0,0
ENSMUSG00000031558.16,Slit2,71,16,79,32,41,14,44,10,50,14
ENSMUSG00000106214.2,Gm43426,4,2,5,0,0,0,1,0,0,0
ENSMUSG00000105502.2,Gm42536,1,0,3,1,0,0,0,0,0,0
ENSMUSG00000105184.2,Gm42537,3,0,1,0,1,0,1,0,0,0
ENSMUSG00000029089.9,5730480H06Rik,2,1,1,2,2,1,3,0,1,0
ENSMUSG00000029088.17,Kcnip4,5,0,13,4,8,2,6,1,2,1
ENSMUSG00000105958.2,Gm43319,1,0,2,1,1,1,1,0,1,0
ENSMUSG00000106414.2,Gm43320,2,0,2,3,3,0,2,0,1,0
ENSMUSG00000103544.3,Gm10048,3,1,5,0,0,0,0,0,0,0
ENSMUSG00000105974.2,Gm43318,2,0,1,1,0,0,0,0,0,0
ENSMUSG00000105791.2,Gm43341,1,0,2,1,3,0,0,0,0,0
ENSMUSG00000106469.2,C030015E24Rik,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000104655.2,Gm43317,1,1,1,1,0,0,0,0,0,0
ENSMUSG00000105332.2,Gm43316,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000105620.2,Gm43047,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000104661.2,Gm42768,0,1,2,1,0,0,0,0,0,0
ENSMUSG00000105922.2,Gm42769,2,0,4,2,0,0,0,0,1,0
ENSMUSG00000105983.2,Gm42770,1,0,3,4,1,1,2,0,1,0
ENSMUSG00000106579.2,Gm42771,2,1,8,0,3,0,3,1,2,1
ENSMUSG00000105700.2,Gm42772,1,0,1,2,0,0,0,0,1,0
ENSMUSG00000105771.2,2900064K03Rik,1,0,12,5,2,0,0,0,0,0
ENSMUSG00000029090.13,Adgra3,2,1,4,2,6,0,5,1,4,0
ENSMUSG00000029167.14,Ppargc1a,19,7,18,5,10,3,5,0,7,3
ENSMUSG00000105442.2,Gm42614,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000105663.2,Gm43606,1,0,1,1,1,0,0,0,2,0
ENSMUSG00000106010.2,Gm42616,2,0,4,1,0,0,2,1,0,0
ENSMUSG00000104919.2,Gm42617,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000105942.2,Gm43175,3,0,3,2,2,0,1,1,2,1
ENSMUSG00000106648.2,Gm43176,0,1,1,0,1,0,1,0,0,0
ENSMUSG00000029169.12,Dhx15,21,6,28,11,13,7,23,4,23,8
ENSMUSG00000106607.2,Gm43178,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000097145.6,9230114K14Rik,1,0,0,1,0,0,0,0,1,0
ENSMUSG00000072941.6,Sod3,0,1,0,3,0,0,1,0,0,0
ENSMUSG00000045790.11,Ccdc149,3,0,2,3,1,1,4,1,1,2
ENSMUSG00000039252.12,Lgi2,2,2,0,3,4,0,5,0,0,0
ENSMUSG00000029173.13,Sepsecs,3,0,1,0,2,0,1,0,1,0
ENSMUSG00000029179.15,Zcchc4,2,0,4,0,3,0,4,1,0,0
ENSMUSG00000029176.14,Anapc4,16,2,9,1,4,0,6,1,6,2
ENSMUSG00000029189.11,Sel1l3,5,1,4,2,1,2,6,3,3,1
ENSMUSG00000061461.12,Smim20,2,1,1,0,1,0,1,0,1,0
ENSMUSG00000106981.2,Gm45495,4,0,3,0,2,1,7,0,2,0
ENSMUSG00000039191.13,Rbpj,2,0,4,1,3,0,1,1,2,0
ENSMUSG00000029193.8,Cckar,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000039178.10,Tbc1d19,8,2,4,2,7,1,7,3,4,0
ENSMUSG00000107182.2,Gm43268,2,1,6,6,3,1,1,1,1,0
ENSMUSG00000039156.20,Stim2,7,0,12,6,8,0,10,1,9,2
ENSMUSG00000029108.15,Pcdh7,26,11,33,11,8,5,17,5,27,1
ENSMUSG00000105940.2,Gm42635,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000105637.2,Gm42480,0,1,1,1,0,0,0,0,0,0
ENSMUSG00000105050.2,Gm42482,4,1,2,1,0,0,0,0,0,0
ENSMUSG00000106337.2,Gm42478,3,1,0,1,1,0,1,0,0,0
ENSMUSG00000105431.2,Gm42640,1,0,2,1,0,0,0,0,0,0
ENSMUSG00000104709.2,Gm42484,1,0,3,0,0,0,0,0,0,0
ENSMUSG00000105049.2,Gm42486,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000037999.14,Arap2,4,2,3,2,1,0,5,0,1,0
ENSMUSG00000105694.2,Gm43237,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000105707.2,Gm43753,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000104868.2,Gm9954,1,0,3,4,0,0,2,0,2,0
ENSMUSG00000090061.10,Nwd2,11,6,11,11,9,7,13,3,3,3
ENSMUSG00000029174.19,Tbc1d1,1,0,2,2,0,0,2,2,2,0
ENSMUSG00000105402.5,Gm3716,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000029178.15,Klf3,7,0,10,2,6,1,9,5,3,1
ENSMUSG00000029185.15,Fam114a1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000054920.13,Klhl5,7,2,6,3,6,2,3,0,4,0
ENSMUSG00000037890.14,Wdr19,3,2,5,2,3,3,8,1,4,1
ENSMUSG00000029191.17,Rfc1,5,4,3,5,4,2,8,0,8,0
ENSMUSG00000029195.11,Klb,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000029199.12,Lias,2,2,6,3,1,1,7,2,2,0
ENSMUSG00000029201.15,Ugdh,1,1,1,2,4,0,3,0,2,0
ENSMUSG00000037822.13,Smim14,19,7,32,12,16,3,28,7,18,2
ENSMUSG00000104641.2,Gm43290,1,0,1,2,1,0,0,0,0,0
ENSMUSG00000105601.2,Gm42725,1,0,0,0,1,1,1,0,0,0
ENSMUSG00000107362.2,Gm40309,0,1,2,3,0,0,3,0,1,0
ENSMUSG00000029203.17,Ube2k,16,3,13,10,13,4,23,2,9,1
ENSMUSG00000107102.2,Gm42726,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000029202.13,Pds5a,18,6,26,11,18,4,17,1,12,2
ENSMUSG00000106767.2,Gm42727,1,0,1,0,1,0,0,0,0,1
ENSMUSG00000107050.2,C030017G13Rik,0,1,1,1,0,0,4,0,0,0
ENSMUSG00000106978.2,N4bp2os,1,0,1,1,0,0,0,0,1,0
ENSMUSG00000106682.2,Gm42648,2,1,3,3,0,0,0,0,1,0
ENSMUSG00000037795.15,N4bp2,4,1,13,11,4,2,13,2,3,3
ENSMUSG00000029207.17,Apbb2,25,5,26,20,13,4,18,1,21,8
ENSMUSG00002076874.1,7SK,2,0,2,0,0,0,0,0,1,0
ENSMUSG00000107155.2,Gm43793,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000106732.2,Gm43792,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000106720.2,Gm43795,1,0,0,0,1,0,1,0,0,0
ENSMUSG00000106706.2,C530043K16Rik,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000029223.13,Uchl1,10,12,14,13,16,10,28,8,21,10
ENSMUSG00000107300.2,Gm43279,1,1,2,0,0,0,0,0,0,0
ENSMUSG00000037736.21,Limch1,10,6,23,7,9,3,24,3,15,3
ENSMUSG00000037720.17,Tmem33,17,3,31,7,12,3,21,3,17,0
ENSMUSG00000029221.16,Slc30a9,18,7,11,10,10,2,18,3,7,3
ENSMUSG00000092060.5,Bend4,6,2,6,2,5,3,6,2,3,0
ENSMUSG00000037685.16,Atp8a1,20,6,26,19,16,9,29,3,18,2
ENSMUSG00000085363.2,Gm15478,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000037653.8,Kctd8,8,1,6,3,8,2,8,0,12,3
ENSMUSG00000107208.2,D130004A15Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000107234.2,Gm43371,3,1,0,0,0,0,0,0,0,0
ENSMUSG00000107363.2,Gm43373,3,0,1,1,0,0,2,0,1,0
ENSMUSG00000106673.2,Gm43374,1,0,0,3,1,0,0,0,0,0
ENSMUSG00000106753.2,Gm43230,1,1,4,2,0,0,3,0,1,0
ENSMUSG00000107312.2,Gm43229,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000107148.2,Gm42888,9,4,11,5,2,0,3,0,1,0
ENSMUSG00000029208.17,Guf1,3,1,2,1,2,0,2,0,0,0
ENSMUSG00000029209.16,Gnpda2,3,0,2,1,2,0,2,0,2,1
ENSMUSG00000001260.11,Gabrg1,1,0,2,3,2,1,1,0,6,2
ENSMUSG00000000560.10,Gabra2,31,5,24,13,21,2,35,5,21,0
ENSMUSG00000029211.12,Gabra4,5,0,3,5,2,1,4,0,2,2
ENSMUSG00000029212.12,Gabrb1,9,6,9,11,4,9,11,2,10,3
ENSMUSG00000029213.12,Commd8,3,0,2,3,4,1,5,0,0,0
ENSMUSG00000046808.18,Atp10d,1,1,0,0,1,0,0,0,1,0
ENSMUSG00000072889.10,Nfxl1,0,1,1,2,2,0,2,1,2,0
ENSMUSG00000067220.13,Cnga1,20,6,8,16,18,6,22,9,14,5
ENSMUSG00000036087.19,Slain2,7,3,5,3,3,0,6,3,4,1
ENSMUSG00000029152.14,Ociad1,14,4,25,10,27,6,24,7,15,3
ENSMUSG00000029219.11,Slc10a4,0,2,0,1,1,0,3,1,4,0
ENSMUSG00000070733.14,Fryl,58,27,58,32,46,13,65,15,32,11
ENSMUSG00000107171.2,Gm42572,1,1,4,2,0,0,0,1,0,0
ENSMUSG00000106999.2,Gm42734,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000107331.2,Gm42732,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000029153.12,Ociad2,1,0,4,2,3,0,0,1,2,0
ENSMUSG00000051674.16,Dcun1d4,15,4,14,7,9,7,11,1,6,1
ENSMUSG00000067206.4,Lrrc66,2,0,6,0,3,0,1,0,2,0
ENSMUSG00000029156.12,Sgcb,4,2,1,3,2,0,2,1,1,0
ENSMUSG00000054814.15,Usp46,4,5,11,3,11,0,11,2,12,0
ENSMUSG00000106943.3,Dancr,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000049907.9,Rasl11b,1,0,3,0,0,0,1,0,0,1
ENSMUSG00000062110.15,Scfd2,6,1,3,2,4,4,2,0,2,1
ENSMUSG00000029227.16,Fip1l1,12,4,22,14,14,1,22,4,14,2
ENSMUSG00000107165.2,Gm43747,0,1,1,2,0,0,0,0,0,0
ENSMUSG00000029228.16,Lnx1,4,2,7,3,6,1,13,3,10,0
ENSMUSG00000029229.9,Chic2,4,0,6,2,2,0,3,3,4,2
ENSMUSG00000107205.2,Gm42576,1,0,5,3,0,1,1,0,0,1
ENSMUSG00000029231.16,Pdgfra,4,1,3,2,9,2,10,0,5,0
ENSMUSG00000005672.13,Kit,3,1,5,4,2,0,6,1,2,1
ENSMUSG00000062960.11,Kdr,34,14,72,26,51,10,78,5,47,9
ENSMUSG00000029234.14,Tmem165,1,2,4,4,2,1,2,0,2,0
ENSMUSG00000029238.12,Clock,25,11,55,15,20,4,34,12,22,4
ENSMUSG00000036435.14,Exoc1,6,1,2,3,2,2,7,2,6,2
ENSMUSG00000036403.16,Cep135,5,0,4,5,0,1,3,1,0,1
ENSMUSG00000036377.20,Cracd,7,7,16,10,10,2,23,0,6,3
ENSMUSG00000055923.17,Aasdh,1,0,3,2,2,0,2,1,2,0
ENSMUSG00000029246.15,Ppat,2,2,2,2,4,0,3,2,3,2
ENSMUSG00000029247.18,Paics,10,7,13,7,11,3,16,0,12,1
ENSMUSG00000036323.15,Srp72,14,6,24,17,34,7,19,3,11,4
ENSMUSG00000029248.15,Thegl,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000059325.15,Hopx,0,1,6,0,6,1,2,0,3,0
ENSMUSG00000053030.12,Spink2,1,0,0,0,1,0,1,0,1,0
ENSMUSG00000029249.16,Rest,6,0,3,3,5,0,3,0,1,1
ENSMUSG00000036285.11,Noa1,2,1,2,1,1,0,6,0,1,1
ENSMUSG00000029250.6,Polr2b,27,6,19,10,15,1,36,8,18,4
ENSMUSG00000036256.14,Igfbp7,4,3,1,3,2,1,5,1,11,1
ENSMUSG00000083829.2,Gm2199,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000037605.17,Adgrl3,43,7,39,14,26,5,41,7,31,9
ENSMUSG00000049537.11,Tecrl,1,0,0,0,2,0,0,0,0,0
ENSMUSG00000029245.17,Epha5,11,2,12,7,15,2,14,6,14,2
ENSMUSG00000029253.13,Cenpc1,7,2,10,7,2,3,2,4,4,0
ENSMUSG00000035898.14,Uba6,7,1,4,5,4,0,10,2,3,2
ENSMUSG00000035851.15,Ythdc1,4,2,23,14,11,2,10,6,14,4
ENSMUSG00000070697.5,Utp3,1,1,1,1,2,0,5,0,3,0
ENSMUSG00000029291.12,Rufy3,40,11,59,20,33,13,54,11,43,11
ENSMUSG00000044221.15,Grsf1,15,8,19,13,12,5,19,4,18,4
ENSMUSG00000006262.16,Mob1b,11,5,11,3,7,2,11,1,9,2
ENSMUSG00000029366.11,Dck,4,0,7,1,6,0,4,1,2,1
ENSMUSG00000060961.17,Slc4a4,4,0,12,3,10,2,10,1,1,1
ENSMUSG00000043635.13,Adamts3,1,0,0,1,3,1,5,2,7,1
ENSMUSG00000043618.10,Eif5al3-ps,2,2,2,1,0,2,2,0,3,0
ENSMUSG00000035505.15,Cox18,2,0,2,1,2,0,2,0,1,0
ENSMUSG00000055204.16,Ankrd17,48,14,65,38,38,20,65,16,51,10
ENSMUSG00000029376.9,Mthfd2l,2,0,1,1,0,0,1,0,2,0
ENSMUSG00000034981.10,Parm1,10,1,17,8,9,2,15,3,8,1
ENSMUSG00000029397.16,Rchy1,1,3,12,4,2,2,5,1,3,2
ENSMUSG00000102644.6,Thap6,2,0,0,0,1,0,3,1,0,0
ENSMUSG00000029403.15,Cdkl2,1,0,2,3,1,3,1,1,0,0
ENSMUSG00000029405.17,G3bp2,10,5,28,11,18,3,30,7,12,4
ENSMUSG00000029407.11,Uso1,18,8,20,15,17,6,29,5,17,4
ENSMUSG00000029410.12,Ppef2,7,0,6,1,8,0,4,3,3,1
ENSMUSG00000029413.15,Naaa,1,0,1,1,0,0,2,1,3,1
ENSMUSG00000029415.5,Sdad1,1,2,4,1,1,1,3,0,3,1
ENSMUSG00000034826.15,Nup54,1,0,2,1,1,0,2,0,1,1
ENSMUSG00000029426.9,Scarb2,25,8,36,12,22,4,26,3,24,5
ENSMUSG00000029381.17,Shroom3,9,0,7,11,9,2,7,1,8,2
ENSMUSG00000107374.2,Gm43172,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000058013.12,Septin11,36,4,20,18,13,8,34,5,22,5
ENSMUSG00000107019.2,Gm43682,1,0,2,0,0,0,1,0,0,0
ENSMUSG00000063015.13,Ccni,11,4,9,6,14,3,17,0,12,1
ENSMUSG00000106870.2,Gm43681,1,0,2,1,0,0,1,0,1,0
ENSMUSG00000029385.15,Ccng2,1,0,3,4,2,1,7,0,2,1
ENSMUSG00000034724.19,Cnot6l,20,2,16,14,11,1,20,4,16,3
ENSMUSG00000029486.14,Mrpl1,3,1,4,4,4,0,4,3,3,1
ENSMUSG00000034687.9,Fras1,5,2,5,0,6,1,5,1,3,1
ENSMUSG00000034663.14,Bmp2k,1,2,1,0,3,1,2,2,2,0
ENSMUSG00000055725.12,Paqr3,4,2,8,1,3,1,1,0,1,0
ENSMUSG00000035456.10,Prdm8,11,2,12,8,10,3,16,1,17,5
ENSMUSG00000029335.6,Bmp3,7,1,10,5,14,2,11,1,6,1
ENSMUSG00000089809.10,Rasgef1b,24,6,30,13,14,5,21,0,20,3
ENSMUSG00000104753.2,Gm35172,3,0,1,1,0,0,0,0,0,0
ENSMUSG00000090146.2,4930405H06Rik,1,1,0,0,0,0,0,1,0,0
ENSMUSG00000000568.16,Hnrnpd,16,7,26,11,16,9,25,5,24,4
ENSMUSG00000029328.16,Hnrnpdl,3,0,11,0,3,3,10,5,6,0
ENSMUSG00000029326.14,Enoph1,5,1,6,1,3,0,10,0,4,1
ENSMUSG00000050640.17,Tmem150c,5,1,5,5,2,2,7,2,5,1
ENSMUSG00000035325.17,Sec31a,39,13,28,27,23,13,55,11,36,11
ENSMUSG00000118665.1,Lin54,3,1,4,1,2,1,2,1,2,0
ENSMUSG00000035297.15,Cops4,3,2,7,0,2,0,7,0,3,2
ENSMUSG00000029319.9,Coq2,1,0,2,0,1,0,3,1,0,0
ENSMUSG00000035273.15,Hpse,1,0,0,0,0,0,1,0,1,0
ENSMUSG00000016833.15,Mrps18c,2,0,0,1,1,0,1,0,0,0
ENSMUSG00000106178.2,Gm42987,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000029330.9,Cds1,17,8,13,5,14,6,18,15,12,4
ENSMUSG00000043940.16,Wdfy3,112,30,98,72,63,24,136,30,92,15
ENSMUSG00000106586.2,1700013M08Rik,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000057315.15,Arhgap24,16,2,10,2,14,5,10,3,11,1
ENSMUSG00000046709.19,Mapk10,38,13,38,22,29,3,45,16,36,4
ENSMUSG00000105947.2,Gm43789,1,0,1,0,1,0,0,0,1,0
ENSMUSG00000034573.15,Ptpn13,3,1,1,1,3,0,3,2,3,0
ENSMUSG00000029313.19,Aff1,46,12,39,23,29,13,37,14,28,17
ENSMUSG00000029312.13,Klhl8,5,2,4,2,5,2,10,0,10,3
ENSMUSG00000029311.17,Hsd17b11,1,2,2,0,1,0,4,0,2,0
ENSMUSG00000106035.2,Gm43545,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000029310.14,Nudt9,3,1,6,0,5,1,3,3,6,0
ENSMUSG00000029309.8,Sparcl1,45,14,31,18,40,8,60,16,51,12
ENSMUSG00000034462.10,Pkd2,4,0,5,4,3,0,5,0,1,1
ENSMUSG00000097392.5,Thoc2l,3,1,9,0,3,0,5,1,1,0
ENSMUSG00000029298.16,Gbp9,1,0,0,0,1,0,0,0,1,0
ENSMUSG00000070639.6,Lrrc8b,44,12,49,34,41,12,57,9,36,8
ENSMUSG00000054720.13,Lrrc8c,8,3,20,11,13,5,11,2,10,3
ENSMUSG00000046079.17,Lrrc8d,6,3,8,9,6,3,11,0,7,3
ENSMUSG00000029290.13,Zfp326,5,4,8,6,3,1,4,1,4,0
ENSMUSG00000034384.12,Barhl2,18,1,6,5,11,3,20,6,17,5
ENSMUSG00000099061.2,Gm28050,1,0,1,0,1,1,1,0,2,0
ENSMUSG00000049606.17,Zfp644,51,9,37,21,38,9,39,8,34,8
ENSMUSG00000043410.17,Hfm1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000029283.18,Cdc7,0,1,2,0,1,1,4,0,4,1
ENSMUSG00000029287.15,Tgfbr3,4,0,3,1,3,0,5,0,2,2
ENSMUSG00000106643.2,Gm43422,1,0,0,2,0,0,3,0,0,0
ENSMUSG00000033805.13,Ephx4,0,1,0,0,0,0,1,0,3,0
ENSMUSG00000111375.5,Btbd8,16,6,24,9,11,3,20,3,15,2
ENSMUSG00000033773.15,Rpap2,1,1,1,0,0,0,1,0,0,1
ENSMUSG00000011831.17,Evi5,5,3,14,2,4,2,12,2,4,0
ENSMUSG00000058558.13,Rpl5,2,0,1,0,0,0,0,0,1,0
ENSMUSG00000029270.11,Dipk1a,1,0,0,2,0,0,5,3,1,0
ENSMUSG00000029267.18,Mtf2,1,0,5,3,0,1,3,0,3,0
ENSMUSG00000056531.12,Ccdc18,0,1,0,0,2,0,0,0,0,0
ENSMUSG00000029265.5,Dr1,8,4,7,2,9,1,13,3,11,1
ENSMUSG00000029263.16,Pigg,5,2,7,3,4,2,6,2,2,0
ENSMUSG00000105867.3,Gm42517,4,0,1,0,2,2,2,0,2,0
ENSMUSG00000072769.7,Gm10419,1,0,5,1,2,1,1,0,1,1
ENSMUSG00000029491.8,Pde6b,86,19,40,24,48,36,108,35,50,33
ENSMUSG00000050856.17,Atp5k,1,0,0,0,0,0,2,0,2,0
ENSMUSG00000033623.14,Pcgf3,15,0,10,11,3,4,11,3,4,0
ENSMUSG00000033615.10,Cplx1,42,10,19,20,43,14,45,15,39,9
ENSMUSG00000062234.15,Gak,27,6,20,7,15,7,23,11,20,3
ENSMUSG00000013495.16,Tmem175,4,2,7,3,4,1,9,1,3,2
ENSMUSG00000004815.13,Dgkq,2,2,4,2,0,1,0,0,6,2
ENSMUSG00000033540.19,Idua,1,1,6,0,0,0,4,0,2,0
ENSMUSG00000008090.15,Fgfrl1,2,0,3,1,1,1,1,0,2,0
ENSMUSG00000066613.15,Zfp932,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000109771.2,Gm35315,1,1,1,1,0,0,0,0,0,0
ENSMUSG00000064247.15,Plcxd1,3,0,1,1,1,0,4,1,4,0
ENSMUSG00000033434.16,Gtpbp6,0,1,1,0,0,0,2,0,1,1
ENSMUSG00000023284.16,Zfp605,1,0,1,0,2,0,1,1,4,0
ENSMUSG00000014668.16,Chfr,3,1,2,1,2,1,5,2,4,1
ENSMUSG00000029502.15,Golga3,14,2,5,9,7,0,7,4,9,1
ENSMUSG00000104720.2,Gm43138,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000029501.15,Ankle2,10,1,14,8,9,3,10,7,7,0
ENSMUSG00000029500.17,Pgam5,9,2,5,2,4,1,7,2,7,1
ENSMUSG00000007080.15,Pole,1,0,2,0,0,0,2,1,0,0
ENSMUSG00000029503.17,P2rx2,2,1,0,0,0,1,4,0,1,0
ENSMUSG00000043323.18,Fbrsl1,8,2,6,3,14,3,8,2,10,1
ENSMUSG00000033316.15,Galnt9,3,1,4,1,3,0,1,0,2,0
ENSMUSG00000033294.12,Noc4l,3,1,4,4,2,1,3,0,3,1
ENSMUSG00000029504.6,Ddx51,1,0,5,1,2,1,3,1,2,2
ENSMUSG00000029505.18,Ep400,53,9,66,24,49,16,80,17,48,8
ENSMUSG00000029512.12,Ulk1,51,13,48,21,42,11,71,13,41,9
ENSMUSG00000033209.18,Ttc28,68,17,72,36,70,13,97,13,60,14
ENSMUSG00000105112.2,Gm42778,0,1,1,0,0,0,2,0,2,1
ENSMUSG00000105027.2,Gm43676,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000050017.12,Pitpnb,6,1,5,3,6,4,9,4,4,0
ENSMUSG00000070576.5,Mn1,12,3,17,4,14,0,26,6,11,1
ENSMUSG00000106560.2,Gm43119,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000097767.9,Miat,5,0,2,1,1,0,0,0,1,0
ENSMUSG00000029344.16,Tpst2,4,0,0,0,5,1,1,0,1,0
ENSMUSG00000029345.14,Tfip11,12,2,6,2,8,4,15,0,14,2
ENSMUSG00000042328.14,Hps4,5,2,2,4,2,3,8,3,6,0
ENSMUSG00000029348.12,Asphd2,2,0,2,3,2,0,3,1,3,0
ENSMUSG00000058153.16,Sez6l,34,12,25,34,24,14,30,11,28,9
ENSMUSG00000072722.3,Gm6588,1,0,0,0,0,1,0,0,0,0
ENSMUSG00000072720.10,Myo18b,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000042249.12,Grk3,4,1,6,5,5,3,5,1,6,0
ENSMUSG00000029352.15,Crybb3,1,0,1,0,1,0,0,0,2,0
ENSMUSG00000051339.11,2900026A02Rik,14,5,7,7,20,2,12,4,8,2
ENSMUSG00000042216.14,Sgsm1,12,3,7,7,6,4,8,5,13,2
ENSMUSG00000063430.10,Wscd2,3,0,11,7,8,1,6,2,4,1
ENSMUSG00000042190.13,Cmklr1,1,0,0,1,0,0,1,0,0,0
ENSMUSG00000053334.7,Ficd,8,0,8,2,5,3,7,0,5,0
ENSMUSG00000018974.8,Sart3,4,0,4,0,5,3,3,1,1,0
ENSMUSG00000025825.13,Iscu,1,0,0,0,1,0,5,0,3,0
ENSMUSG00000004530.13,Coro1c,20,10,30,10,21,4,27,3,34,4
ENSMUSG00000105071.2,Gm43336,2,0,1,1,0,0,0,0,0,1
ENSMUSG00000042121.17,Ssh1,18,4,31,11,15,8,26,4,12,4
ENSMUSG00000042078.15,Svop,17,2,15,8,12,5,10,1,13,4
ENSMUSG00000029592.12,Usp30,1,1,5,2,4,1,9,2,2,1
ENSMUSG00000042010.17,Acacb,3,0,0,0,0,0,2,0,0,0
ENSMUSG00000001098.16,Kctd10,2,0,3,0,1,0,7,2,2,1
ENSMUSG00000029577.14,Ube3b,30,8,25,12,30,8,41,11,17,3
ENSMUSG00000029575.18,Mmab,4,4,7,2,5,0,5,0,3,1
ENSMUSG00000041939.15,Mvk,2,0,1,2,2,0,6,0,1,1
ENSMUSG00000041930.8,Fam222a,3,1,6,6,4,2,8,0,3,3
ENSMUSG00000011884.14,Gltp,3,0,2,0,2,0,3,0,0,0
ENSMUSG00000002486.16,Tchp,2,0,2,2,2,1,4,0,0,0
ENSMUSG00000041890.18,Git2,12,4,17,7,11,2,17,7,6,1
ENSMUSG00000041870.18,Ankrd13a,12,6,13,7,12,2,20,0,7,0
ENSMUSG00000072694.9,1500011B03Rik,9,4,5,8,10,4,12,3,13,7
ENSMUSG00000098343.3,Mir6240,2,0,0,0,1,0,2,0,1,0
ENSMUSG00000029561.18,Oasl2,2,1,5,2,2,1,1,0,0,1
ENSMUSG00000029559.16,2210016L21Rik,8,4,11,8,20,8,20,3,19,5
ENSMUSG00000029550.12,Sppl3,8,3,12,7,10,0,11,0,9,3
ENSMUSG00000086167.4,Gm13827,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000046562.6,Unc119b,2,0,5,0,6,4,7,0,5,1
ENSMUSG00000048578.12,Mlec,9,4,8,4,13,4,14,4,6,3
ENSMUSG00000029544.17,Cabp1,7,5,17,5,10,1,27,3,16,2
ENSMUSG00000083182.2,Gm13828,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000060152.15,Pop5,1,0,0,1,0,0,0,0,1,1
