Gene,Gene name,LS8A/AGGGTA,LS8A/GTTAGG,LS8A/TATGGA,LS8B/TATGGA,LS8B/AGGGTA,LS8B/GTTAGG,LS8C/TATGGA,LS8C/AGGGTA,LS8C/GTTAGG,LS8D/AGGGTA,LS8D/GTTAGG,LS8D/TATGGA,LS8E/TATGGA,LS8E/GTTAGG,LS8E/AGGGTA,LS8F/TATGGA,LS8F/GTTAGG,LS8F/AGGGTA,LS8H/TATGGA,LS8H/GTTAGG,LS8H/AGGGTA
ENSMUSG00000028610.17,Dmrtb1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087200.2,Lrp8os3,0,0,3,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000028613.16,Lrp8,48,22,39,17,45,23,8,44,21,36,17,8,7,5,2,3,1,0,1,1,1
ENSMUSG00000073779.8,Lrp8os2,2,2,2,0,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028609.7,Magoh,6,0,2,3,2,0,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000028608.16,Czib,18,3,15,12,9,7,3,6,1,11,7,4,4,0,2,3,0,1,0,0,1
ENSMUSG00000028607.17,Cpt2,17,10,28,28,11,5,22,18,6,5,2,10,6,0,1,5,1,1,5,1,1
ENSMUSG00000008932.11,Slc1a7,16,44,150,189,33,50,100,13,43,11,50,67,22,5,10,14,1,4,8,2,7
ENSMUSG00000028600.16,Podn,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028603.16,Scp2,24,13,45,44,19,6,32,32,10,19,4,16,10,1,3,5,2,1,2,1,3
ENSMUSG00000034636.10,Zyg11b,220,57,157,142,155,48,78,150,54,125,59,67,42,10,12,16,3,6,19,2,9
ENSMUSG00000048351.15,Coa7,5,0,22,23,3,8,9,2,3,3,3,8,1,1,1,0,1,0,3,0,1
ENSMUSG00000028597.12,Gpx7,2,0,1,1,4,2,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000118825.1,U6,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000034610.15,Tut4,32,27,82,89,36,27,52,32,25,34,18,49,18,6,7,7,1,4,8,3,3
ENSMUSG00000083783.2,Gm12739,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085093.2,Gm12737,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084593.3,Gm22345,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063800.6,Prpf38a,8,5,16,17,7,5,10,10,7,10,2,10,1,0,1,2,2,0,1,0,0
ENSMUSG00000084968.2,Gm12743,1,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000028587.19,Orc1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000028582.15,Cc2d1b,9,7,17,16,11,6,11,13,4,5,3,3,1,0,0,3,2,0,0,0,0
ENSMUSG00000091985.2,Gm17354,6,4,10,5,7,0,1,5,3,6,1,5,2,0,0,1,0,0,0,0,0
ENSMUSG00000034557.15,Zfyve9,119,26,111,97,83,36,49,96,26,83,24,38,23,4,5,18,4,9,10,3,8
ENSMUSG00000094958.2,3110021N24Rik,0,0,2,1,1,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0
ENSMUSG00000028568.17,Btf3l4,2,2,2,3,4,2,4,2,1,1,2,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000028567.9,Txndc12,12,3,21,29,10,5,20,8,6,13,8,17,9,4,2,4,0,0,6,1,0
ENSMUSG00000073775.5,Kti12,3,2,3,10,5,1,3,4,0,3,1,4,0,0,1,0,0,0,1,0,0
ENSMUSG00000003411.11,Rab3b,25,5,4,1,30,1,4,14,3,16,2,2,6,0,0,1,0,1,1,0,0
ENSMUSG00000053510.13,Nrd1,145,39,183,147,121,37,98,104,29,112,41,75,43,4,20,22,3,8,19,3,2
ENSMUSG00000028559.18,Osbpl9,67,17,37,29,56,19,34,47,21,44,25,19,6,3,1,8,1,3,6,0,0
ENSMUSG00000028558.15,Calr4,1,0,2,0,2,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000028552.14,Eps15,120,35,42,37,86,31,27,85,42,86,36,20,20,3,3,8,0,0,11,2,2
ENSMUSG00000085873.2,Ttc39aos1,13,0,4,6,8,1,1,4,2,3,1,1,3,0,0,0,0,0,2,0,1
ENSMUSG00000028555.16,Ttc39a,8,0,2,2,5,2,1,10,0,5,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028557.11,Rnf11,124,15,149,114,89,24,58,97,31,101,29,52,23,1,12,21,3,5,9,3,3
ENSMUSG00000028551.15,Cdkn2c,0,1,2,6,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000010517.8,Faf1,38,10,55,53,38,12,33,44,12,36,8,19,6,2,4,7,1,0,8,1,0
ENSMUSG00000028546.18,Elavl4,119,5,18,14,114,3,5,92,1,83,7,4,6,1,3,7,3,1,3,1,1
ENSMUSG00000061298.15,Agbl4,8,1,1,0,7,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028545.14,Bend5,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034401.17,Spata6,2,1,3,6,6,1,2,2,1,3,3,2,0,0,0,0,0,1,2,0,0
ENSMUSG00000078599.10,Skint8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078598.12,Skint5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028719.9,Cmpk1,51,5,17,16,32,5,9,33,5,27,7,7,5,0,5,0,1,0,2,1,1
ENSMUSG00000028718.17,Stil,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028717.13,Tal1,2,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047155.14,Cyp4x1,18,0,2,0,12,0,0,19,0,17,1,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000086896.2,Cyp4x1os,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081138.2,Gm12834,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081172.2,Gm12849,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034210.15,Efcab14,33,13,41,39,32,19,19,29,18,27,10,18,10,1,5,4,1,2,6,2,0
ENSMUSG00000044556.4,Tex38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028710.19,Atpaf1,12,0,3,2,7,1,3,11,0,2,2,1,1,0,1,0,0,0,0,0,0
ENSMUSG00000028709.4,Mob3c,1,0,4,9,2,0,3,1,2,0,0,1,0,0,0,0,1,0,1,0,0
ENSMUSG00000028708.17,Mknk1,12,4,25,33,15,6,13,9,3,11,5,16,4,0,1,1,0,1,2,1,3
ENSMUSG00000028707.16,Dmbx1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000034171.14,Faah,29,3,56,36,19,3,21,32,11,17,5,13,6,0,0,6,0,0,4,0,2
ENSMUSG00000028706.15,Nsun4,10,0,28,8,5,3,11,9,1,5,1,11,4,1,1,1,0,1,2,0,0
ENSMUSG00000063882.13,Uqcrh,20,0,28,20,14,3,12,20,0,16,5,4,4,2,1,5,1,0,0,0,0
ENSMUSG00000028703.15,Lrrc41,19,4,15,7,24,12,8,23,2,13,5,5,5,0,1,6,0,0,3,0,1
ENSMUSG00000028702.16,Rad54l,3,1,0,3,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000028701.5,Lurap1,15,4,6,6,13,4,4,14,2,10,6,2,3,0,2,2,0,0,0,0,0
ENSMUSG00000028700.15,Pomgnt1,27,4,37,22,17,4,17,23,3,17,8,14,10,1,0,3,0,1,5,0,2
ENSMUSG00000028699.10,Tspan1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028698.14,Pik3r3,60,17,21,20,38,18,12,38,22,43,24,9,4,1,3,4,0,2,1,4,1
ENSMUSG00000003810.14,Mast2,197,29,153,147,174,40,95,172,31,132,38,63,32,6,7,20,3,6,19,1,10
ENSMUSG00000028696.13,Ipp,5,3,19,15,7,2,14,11,4,5,4,8,3,0,1,0,1,1,0,0,0
ENSMUSG00000055900.15,Tmem69,8,2,10,7,5,4,3,9,2,3,1,1,2,0,1,0,0,1,2,1,0
ENSMUSG00000034042.17,Gpbp1l1,14,5,27,20,8,5,12,11,7,11,5,15,2,0,4,2,1,1,2,1,0
ENSMUSG00000085408.2,C530005A16Rik,4,0,4,2,0,0,0,2,1,4,2,1,2,0,0,0,0,0,0,1,1
ENSMUSG00000034035.19,Ccdc17,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028693.16,Nasp,5,0,7,7,7,1,2,2,0,3,2,4,2,0,0,0,0,1,1,0,0
ENSMUSG00000028692.15,Akr1a1,154,34,105,87,122,33,66,134,28,121,26,29,24,7,2,13,6,1,11,1,5
ENSMUSG00000028691.13,Prdx1,11,1,5,8,9,3,1,12,5,7,5,5,2,1,1,0,1,0,1,1,0
ENSMUSG00000028690.5,Mmachc,27,5,32,42,17,8,17,21,8,24,8,13,5,0,3,6,3,0,4,0,2
ENSMUSG00000028689.15,Ccdc163,1,3,8,14,3,0,5,3,0,1,2,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000033985.18,Tesk2,6,1,8,6,6,2,10,5,2,0,1,6,1,0,1,0,0,0,2,0,2
ENSMUSG00000028688.14,Toe1,8,3,9,9,2,1,5,5,1,2,3,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028687.18,Mutyh,2,0,0,1,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000043155.5,Hpdl,1,0,6,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086417.2,Gm12996,0,0,3,2,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0
ENSMUSG00000082063.2,Gm12993,0,0,1,1,0,0,4,0,0,0,1,2,0,0,0,0,0,0,2,0,0
ENSMUSG00000033948.4,Zswim5,30,15,41,37,27,19,23,23,24,19,18,24,9,1,4,1,2,2,4,0,2
ENSMUSG00000028684.15,Urod,22,4,26,14,31,3,9,15,6,19,9,17,2,1,2,3,2,1,1,0,2
ENSMUSG00000046861.10,Hectd3,47,5,33,33,41,8,22,41,6,34,8,14,7,0,0,4,0,1,3,1,1
ENSMUSG00000073771.12,Btbd19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028683.15,Eif2b3,15,1,6,9,10,3,9,11,3,9,2,5,1,0,0,6,0,0,2,0,1
ENSMUSG00000028681.12,Ptch2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028680.15,Plk3,9,0,2,0,9,0,1,6,0,3,0,1,0,0,0,1,0,0,0,0,1
ENSMUSG00000119227.1,U5,2,0,0,2,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0
ENSMUSG00000048772.16,Tmem53,4,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000028677.20,Rnf220,76,18,44,25,76,9,21,63,11,53,9,7,13,1,4,2,2,2,3,0,2
ENSMUSG00000033423.17,Eri3,115,17,107,75,104,22,44,104,23,95,17,36,19,1,9,16,6,4,8,3,2
ENSMUSG00000009640.12,Dmap1,17,1,12,18,9,7,7,12,3,10,6,12,2,0,1,1,0,1,2,1,1
ENSMUSG00000084260.2,Gm12844,6,1,0,2,3,1,4,4,2,1,1,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000028542.18,Slc6a9,26,7,40,48,38,8,22,26,7,17,9,13,15,3,3,7,1,1,6,0,3
ENSMUSG00000078588.11,Ccdc24,1,0,24,18,3,3,12,2,0,2,1,7,3,1,2,0,0,0,3,3,2
ENSMUSG00000028541.15,B4galt2,36,8,22,28,21,11,14,22,4,17,8,5,5,2,1,9,0,0,2,0,2
ENSMUSG00000033379.14,Atp6v0b,121,34,94,113,109,21,53,106,29,104,21,35,22,4,8,10,7,2,11,4,3
ENSMUSG00000028540.7,Dph2,7,1,8,5,5,1,1,6,1,8,1,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000033365.15,Ipo13,99,30,107,82,76,16,65,77,23,65,25,42,23,3,2,13,2,2,12,0,6
ENSMUSG00000028538.13,St3gal3,33,7,22,23,36,13,9,21,8,16,12,8,3,2,1,3,0,1,2,1,2
ENSMUSG00000033326.16,Kdm4a,60,27,122,117,56,42,70,62,31,41,32,44,26,5,11,22,1,3,13,4,6
ENSMUSG00000033295.15,Ptprf,157,35,46,35,147,44,23,123,30,96,30,16,21,2,8,7,2,2,16,1,9
ENSMUSG00000006390.16,Elovl1,3,1,2,0,6,2,0,3,0,3,1,2,1,0,0,0,0,0,0,1,0
ENSMUSG00000006395.17,Hyi,6,2,4,0,8,0,1,11,1,13,3,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000033253.19,Szt2,73,26,80,79,73,28,51,70,27,52,27,27,17,1,2,8,2,3,6,1,4
ENSMUSG00000006392.17,Med8,3,2,6,2,4,2,5,5,2,0,0,1,1,0,0,1,0,0,1,0,1
ENSMUSG00000033191.15,Tie1,12,0,4,0,10,2,0,7,0,12,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028730.15,Cfap57,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000028729.16,Ebna1bp2,20,8,27,28,18,10,28,27,6,20,13,10,7,1,1,3,2,5,6,0,0
ENSMUSG00000082143.2,Gm12864,1,0,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0
ENSMUSG00000066060.6,Gm12866,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028645.12,Slc2a1,72,32,208,188,78,49,110,72,36,59,43,80,41,2,19,24,1,9,17,9,5
ENSMUSG00000045268.14,Zfp691,6,1,17,10,4,4,9,3,0,0,4,10,2,0,0,2,1,2,0,0,0
ENSMUSG00000028644.18,Ermap,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000028643.12,Svbp,1,0,0,0,1,0,2,2,1,3,1,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000028642.8,Tmem269,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078584.10,AU022252,34,6,35,36,19,10,24,17,12,17,11,16,9,3,3,1,1,0,1,1,2
ENSMUSG00000028641.17,P3h1,2,0,3,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000066058.12,Cldn19,5,0,2,0,3,1,0,2,0,4,0,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000028639.15,Ybx1,26,10,68,63,21,16,41,30,20,22,17,24,19,5,7,10,3,2,7,1,2
ENSMUSG00000060288.14,Ppih,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000032998.17,Foxj3,50,22,44,60,57,15,31,58,18,38,18,26,13,0,2,9,1,1,3,1,3
ENSMUSG00000028637.17,Ccdc30,8,2,0,1,10,1,0,3,0,2,1,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000028636.15,Ppcs,2,0,1,0,1,0,2,1,1,3,3,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000070806.6,Zmynd12,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048899.9,Rimkla,216,17,33,7,166,15,9,162,15,144,18,10,10,0,2,5,0,1,2,0,0
ENSMUSG00000087385.9,Frg2f1,3,0,9,6,4,0,4,3,2,9,2,1,2,0,0,0,0,0,0,0,0
ENSMUSG00000028634.18,Hivep3,125,16,35,19,67,23,14,74,21,55,16,10,11,2,7,4,0,3,3,3,3
ENSMUSG00000052135.9,Foxo6,2,1,2,3,2,1,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1
ENSMUSG00000084929.2,Foxo6os,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000085.17,Scmh1,96,32,81,50,77,21,30,75,25,63,30,26,20,5,5,11,0,4,4,0,2
ENSMUSG00000028633.8,Ctps,26,7,11,8,22,3,6,20,4,20,1,4,1,0,0,0,1,3,2,0,1
ENSMUSG00000070803.7,Cited4,2,1,1,0,3,0,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000028631.8,Kcnq4,10,1,2,0,8,1,0,4,0,8,2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000032897.18,Nfyc,15,8,24,19,15,5,16,14,4,9,4,11,7,0,1,0,0,0,0,0,0
ENSMUSG00000032890.18,Rims3,176,12,34,17,130,6,11,146,10,121,12,17,17,3,10,8,0,0,12,2,1
ENSMUSG00000028629.10,Exo5,7,2,4,3,2,0,2,6,0,2,1,2,2,0,0,0,0,0,0,0,0
ENSMUSG00000064141.15,Zfp69,0,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000032870.9,Smap2,121,24,58,41,107,23,28,73,27,86,20,20,15,1,5,7,1,1,4,1,1
ENSMUSG00000028626.6,Col9a2,2,1,1,2,5,2,1,3,2,3,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000043207.11,Zmpste24,25,2,23,13,20,4,10,22,8,17,6,9,5,0,0,3,0,0,2,0,1
ENSMUSG00002076717.1,7SK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049878.14,Rlf,36,25,118,96,21,21,80,37,20,21,24,52,14,7,4,14,2,3,11,1,1
ENSMUSG00000028657.15,Ppt1,128,23,68,59,72,13,30,93,23,86,21,26,22,5,6,8,0,1,6,2,4
ENSMUSG00000028656.15,Cap1,127,19,86,50,96,21,27,111,25,96,21,22,17,4,7,15,1,4,5,1,2
ENSMUSG00000028655.12,Mfsd2a,2,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028654.14,Mycl,0,1,2,1,6,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000028653.17,Trit1,3,3,4,2,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000102997.2,Gm17244,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002384.3,Bmp8b,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028651.13,Ppie,2,1,0,5,0,1,3,7,0,1,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000046093.10,Hpcal4,77,51,39,12,75,44,9,66,35,49,36,9,16,6,3,8,0,1,3,1,1
ENSMUSG00000054958.7,Nt5c1a,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032744.5,Heyl,41,2,7,10,49,6,0,6,0,32,2,1,0,0,1,1,0,0,0,1,0
ENSMUSG00000011257.20,Pabpc4,1,0,7,1,0,0,1,2,1,1,0,1,1,0,0,1,0,0,1,0,1
ENSMUSG00000028649.22,Macf1,628,193,575,463,508,214,292,477,170,438,173,219,133,17,42,58,8,15,65,7,18
ENSMUSG00000028648.14,Ndufs5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023075.10,Akirin1,10,4,17,11,10,1,10,11,3,15,4,5,0,1,0,2,0,0,1,0,1
ENSMUSG00000054304.4,D130007C19Rik,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028647.14,Mycbp,1,2,8,5,7,6,4,2,1,5,2,5,2,0,1,0,0,0,0,0,0
ENSMUSG00000085875.4,Gm12905,0,0,4,0,1,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028646.17,Rragc,34,7,36,31,28,8,18,26,6,16,7,15,10,0,2,3,1,4,1,0,0
ENSMUSG00000082515.2,Gm12902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090125.4,Pou3f1,1,0,2,2,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
ENSMUSG00000028907.8,Utp11,9,3,11,15,10,7,8,5,3,6,4,3,5,0,1,1,0,0,3,1,2
ENSMUSG00000028902.5,Sf3a3,16,7,17,18,10,9,9,17,1,9,4,12,3,1,2,3,1,0,2,1,0
ENSMUSG00000028894.19,Inpp5b,30,4,35,40,17,9,23,20,16,21,14,15,2,1,1,4,0,0,3,1,0
ENSMUSG00000028890.14,Mtf1,36,17,83,75,28,21,51,23,22,21,20,30,17,3,3,6,0,3,13,1,2
ENSMUSG00000078570.11,1110065P20Rik,5,1,2,2,1,2,0,3,3,2,1,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000028889.18,Yrdc,5,4,11,10,7,4,4,10,2,3,3,3,2,0,2,0,1,0,0,0,1
ENSMUSG00000042763.10,Maneal,77,17,123,83,59,14,41,62,15,50,21,25,10,3,5,8,1,3,11,0,0
ENSMUSG00000028876.8,Epha10,22,5,8,3,14,2,3,13,6,15,4,3,2,0,1,2,0,0,0,1,0
ENSMUSG00000085263.2,1700125G02Rik,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044730.18,9930104L06Rik,8,3,9,3,1,0,0,3,0,3,0,2,2,0,1,0,0,0,1,0,1
ENSMUSG00000028869.14,Gnl2,24,5,29,27,16,6,12,19,3,11,7,13,8,2,1,6,0,2,4,0,1
ENSMUSG00000042707.7,Dnali1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050213.7,Snip1,4,4,15,10,3,3,7,5,3,8,1,6,1,0,1,0,0,0,0,0,1
ENSMUSG00000086342.2,Gm12932,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028863.14,Meaf6,69,17,56,35,53,13,30,42,13,46,13,17,13,4,0,10,1,1,2,1,0
ENSMUSG00000042677.8,Zc3h12a,1,0,2,2,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000001985.10,Grik3,79,2,23,8,57,3,4,70,5,65,5,9,7,0,2,1,1,0,3,0,2
ENSMUSG00000042608.16,Stk40,36,12,72,65,31,15,46,29,10,20,8,27,9,2,2,13,2,0,8,1,1
ENSMUSG00000028859.15,Csf3r,2,1,1,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028861.14,Mrps15,4,3,2,2,7,0,5,6,1,9,1,2,2,0,0,1,0,0,0,0,0
ENSMUSG00000042616.9,Oscp1,17,3,15,16,9,5,20,6,3,7,4,6,0,1,1,2,0,0,1,0,0
ENSMUSG00000079942.6,Rpl28-ps3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050188.9,Lsm10,4,0,2,4,2,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000050212.5,Eva1b,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073758.11,Sh3d21,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043962.17,Thrap3,33,10,56,33,28,13,26,32,22,27,13,17,16,0,3,9,0,1,5,0,1
ENSMUSG00000028849.18,Map7d1,209,23,109,84,171,35,48,200,39,156,36,44,16,4,5,21,1,0,13,4,4
ENSMUSG00000028847.9,Trappc3,24,9,16,18,15,3,14,28,9,14,7,6,4,0,2,5,0,0,1,0,0
ENSMUSG00000056174.9,Col8a2,2,0,4,3,2,1,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0
ENSMUSG00000042558.17,Adprs,11,0,12,8,7,6,2,7,3,7,1,1,1,1,0,0,0,0,1,0,0
ENSMUSG00000028842.16,Ago3,51,30,79,53,34,23,30,40,14,33,12,31,16,1,3,5,2,1,8,1,1
ENSMUSG00000041530.18,Ago1,84,39,88,69,69,39,29,77,29,50,34,35,18,4,5,9,1,1,6,1,6
ENSMUSG00000042500.12,Ago4,8,4,32,27,9,5,13,16,4,9,5,12,3,0,2,2,1,1,2,0,3
ENSMUSG00000083461.2,Gm12935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042489.16,Clspn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000073755.5,5730409E04Rik,68,7,37,32,49,7,18,43,7,41,9,17,10,4,5,3,0,3,10,1,1
ENSMUSG00000028837.9,Psmb2,35,9,26,33,35,10,25,16,12,19,13,12,5,2,0,6,0,6,3,2,1
ENSMUSG00000042477.8,Tfap2e,6,0,0,0,2,0,0,2,1,0,1,1,0,1,1,1,0,0,0,0,0
ENSMUSG00000028833.14,Ncdn,972,66,211,114,790,63,87,735,61,687,69,58,66,10,16,40,4,13,23,5,8
ENSMUSG00000028830.15,AU040320,103,20,86,91,76,28,46,82,19,79,14,32,18,3,3,15,1,3,7,1,7
ENSMUSG00000028820.14,Sfpq,92,33,82,80,66,38,46,68,24,43,35,35,21,3,14,12,3,1,9,2,3
ENSMUSG00000082498.2,Gm12937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088984.3,Gm25604,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042446.17,Zmym4,126,36,156,134,88,47,90,104,44,84,41,61,30,7,13,18,3,1,16,3,6
ENSMUSG00000085334.8,Gm12940,6,10,6,5,1,5,3,4,2,4,2,4,4,1,0,0,0,0,0,0,2
ENSMUSG00000043872.15,Zmym1,4,0,3,3,9,1,2,2,2,6,0,3,0,0,1,0,0,0,1,0,0
ENSMUSG00000042408.14,Zmym6,16,4,23,24,11,10,10,7,1,10,10,4,3,1,2,1,0,1,3,0,0
ENSMUSG00000070737.11,Tmem35b,1,0,2,1,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042388.15,Dlgap3,182,14,31,13,177,10,12,148,9,146,18,6,12,1,6,11,0,1,6,2,3
ENSMUSG00000042380.9,Smim12,11,2,3,4,16,2,2,12,1,11,1,4,1,0,1,0,0,0,0,0,0
ENSMUSG00000050234.8,Gja4,17,0,1,1,16,0,1,5,0,11,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028813.3,CK137956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028804.21,Csmd2,47,5,37,29,73,8,6,71,8,67,15,10,12,3,5,6,1,5,6,1,1
ENSMUSG00000087459.9,Csmd2os,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
