,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Fam198a,Fam198a,0,0,1,0,1,0,0.0,0,0,0,0,0,4,2,1,2,12,8,1,2,4,3,5,2
Fam198b,Fam198b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Fam199x,Fam199x,0,1,0,0,4,1,0.0,0,0,0,3,3,10,8,19,17,42,28,78,110,127,159,299,245
Fam19a1,Fam19a1,0,0,0,0,1,0,0.0,0,0,0,0,0,3,2,7,7,25,15,0,0,12,3,16,13
Fam19a2,Fam19a2,0,1,2,1,0,0,0.0,0,0,0,0,0,0,1,0,0,4,0,16,19,30,27,99,66
Fam19a3,Fam19a3,1,1,4,5,20,5,0.0,1,2,2,15,15,3,1,5,0,6,11,410,473,398,606,1952,1718
Fam19a4,Fam19a4,0,0,0,1,0,1,0.0,0,0,0,1,1,32,36,38,63,112,105,25,17,15,27,92,92
Fam19a5,Fam19a5,0,0,0,0,0,0,0.0,0,0,0,0,1,9,18,15,29,100,76,11,12,12,15,59,55
Fam204a,Fam204a,5,4,3,9,12,12,0.0,0,0,1,7,6,27,28,33,26,111,99,373,489,463,469,756,708
Fam206a,Fam206a,0,0,1,0,0,3,0.0,0,1,0,1,0,2,10,7,5,23,15,48,54,47,93,119,100
Fam207a,Fam207a,1,0,1,1,3,4,0.0,0,0,0,3,1,7,7,9,5,30,23,73,91,60,103,208,173
Fam208a,Fam208a,2,5,8,6,15,7,0.0,0,0,1,2,3,48,45,68,84,212,166,498,659,634,803,1416,1149
Fam208b,Fam208b,0,2,2,7,3,9,0.0,0,0,1,2,2,8,24,29,34,63,52,190,298,238,288,616,458
Fam209,Fam209,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,3
Fam20a,Fam20a,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,5,14,9,13,18,28
Fam20b,Fam20b,4,1,1,1,7,2,0.0,0,0,0,2,0,8,8,15,11,34,33,79,90,96,110,248,219
Fam20c,Fam20c,0,0,0,2,0,3,0.0,0,0,0,0,0,2,2,2,4,6,1,123,178,131,186,252,205
Fam21,Fam21,3,1,4,10,13,6,0.0,0,0,0,4,1,21,27,34,50,111,96,318,465,427,547,990,903
Fam210a,Fam210a,0,2,1,2,4,2,0.0,0,1,0,1,3,6,10,13,5,26,17,80,128,101,133,210,183
Fam210b,Fam210b,0,0,1,0,3,0,0.0,0,0,0,1,4,9,9,6,8,23,15,1,3,6,4,59,44
Fam212a,Fam212a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,6,2,0,1,2,0,12,7
Fam212b,Fam212b,1,4,0,3,6,5,0.0,0,1,0,7,7,5,4,5,5,7,4,60,84,68,77,208,171
Fam213a,Fam213a,2,3,11,10,19,14,0.0,0,0,0,5,3,151,162,155,168,518,463,409,438,498,616,1216,1092
Fam213b,Fam213b,5,1,4,14,4,8,0.0,0,0,0,2,2,10,16,14,8,31,26,699,841,786,932,1333,1091
Fam214a,Fam214a,0,2,1,3,0,1,0.0,2,1,0,0,1,3,4,5,12,22,17,110,155,170,179,250,216
Fam214b,Fam214b,0,0,0,0,3,3,0.0,0,0,0,0,0,13,13,16,16,41,29,42,63,41,70,102,73
Fam216a,Fam216a,3,5,4,5,6,15,0.0,0,0,1,0,3,29,32,26,20,62,60,340,390,353,480,987,804
Fam216b,Fam216b,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam217a,Fam217a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
Fam217b,Fam217b,0,0,1,0,0,1,0.0,0,0,0,0,0,3,4,1,2,17,13,18,18,14,21,95,88
Fam219a,Fam219a,0,1,0,2,0,2,0.0,0,1,0,2,2,5,12,6,9,18,17,99,135,110,126,353,309
Fam219aos,Fam219aos,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,3,2,4
Fam219b,Fam219b,0,1,0,3,1,3,0.0,1,0,0,1,1,7,5,3,6,17,15,46,66,66,49,169,113
Fam220a,Fam220a,0,1,0,3,2,1,0.0,0,0,0,0,0,5,11,7,11,26,25,94,126,126,142,249,191
Fam221a,Fam221a,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,3,1,3,4,0,2,3,3,4,2
Fam221b,Fam221b,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,2,3,9,9,14,11,26,16
Fam222a,Fam222a,0,1,0,4,6,4,0.0,1,0,0,1,0,4,3,3,2,7,5,64,91,80,85,171,159
Fam222b,Fam222b,1,0,2,0,3,4,0.0,0,0,1,0,1,8,11,16,14,28,29,64,114,77,123,215,169
Fam227a,Fam227a,1,1,2,1,1,0,0.0,0,0,0,1,2,0,1,3,4,5,8,17,25,24,20,47,36
Fam227b,Fam227b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3
Fam228a,Fam228a,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,3,4,6,2,5,13,8,10,10,8
Fam228b,Fam228b,0,0,0,0,4,0,0.0,0,0,0,0,0,17,24,22,17,52,58,39,47,58,55,107,83
Fam229a,Fam229a,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,2,1,0,13,24,17,30,46,35
Fam229b,Fam229b,1,0,1,1,4,3,0.0,0,0,0,1,3,11,17,12,15,52,44,81,105,79,92,268,214
Fam25c,Fam25c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam26e,Fam26e,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Fam26f,Fam26f,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Fam32a,Fam32a,3,3,1,3,16,14,0.0,0,0,0,6,3,33,47,42,51,233,176,298,407,353,539,1265,1070
Fam35a,Fam35a,1,1,0,4,3,1,0.0,0,0,0,0,0,3,9,9,7,13,14,50,72,59,70,161,134
Fam3a,Fam3a,3,1,3,1,4,2,0.0,0,0,0,1,2,18,23,14,20,75,74,183,209,191,248,524,471
Fam3b,Fam3b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Fam3c,Fam3c,5,8,14,29,56,37,0.0,1,0,0,5,6,77,95,104,102,310,271,117,140,116,132,366,290
Fam43a,Fam43a,1,0,0,1,0,1,0.0,0,0,0,0,0,0,3,0,0,4,7,32,46,41,58,44,46
Fam43b,Fam43b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2
Fam45a,Fam45a,2,1,8,5,8,3,0.0,0,0,0,3,5,17,37,25,23,110,75,241,268,272,288,519,488
Fam46a,Fam46a,0,0,0,0,0,0,0.0,0,0,0,0,1,1,3,6,0,12,4,0,0,0,1,5,6
Fam46b,Fam46b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,4,2,0,1,1,1,1,3
Fam46c,Fam46c,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,1,1,3,3,0,0,1,0,1,0
Fam46d,Fam46d,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Fam47c,Fam47c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Fam47e,Fam47e,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fam49a,Fam49a,0,0,0,0,0,0,0.0,0,0,0,0,0,40,43,47,45,147,97,9,10,3,8,25,15
Fam49b,Fam49b,0,1,4,2,2,2,0.0,0,0,0,2,1,8,21,12,28,70,40,161,197,204,229,437,337
Fam50a,Fam50a,3,3,9,8,23,10,0.0,1,0,0,4,3,42,59,48,52,143,133,534,683,611,833,1530,1258
Fam50b,Fam50b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam53a,Fam53a,0,0,2,1,1,2,0.0,0,0,0,0,1,5,19,10,14,30,22,78,106,85,112,218,155
Fam53b,Fam53b,1,1,1,1,1,5,0.0,0,2,0,2,2,0,0,6,2,12,11,18,14,19,37,55,47
Fam53c,Fam53c,0,0,3,8,6,4,0.0,0,2,0,0,1,17,16,13,14,67,47,234,267,262,295,581,522
Fam57a,Fam57a,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,2,4,4,11,10,14,19,24,25
Fam57b,Fam57b,13,26,13,35,99,76,0.0,2,3,0,20,21,2,2,1,3,16,8,190,232,230,276,785,723
Fam58b,Fam58b,5,4,3,3,11,9,0.0,0,0,0,1,3,25,29,23,15,99,66,243,264,244,288,587,492
Fam60a,Fam60a,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,4,0,3,2,7,2,3,2,6,3
Fam63a,Fam63a,0,0,0,0,1,2,0.0,0,0,0,0,1,11,22,16,16,30,34,38,69,64,89,129,104
Fam63b,Fam63b,1,4,4,3,3,7,0.0,0,1,1,3,1,21,31,39,36,111,75,189,233,252,337,630,554
Fam64a,Fam64a,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Fam65a,Fam65a,1,1,1,0,0,1,0.0,0,0,0,0,0,3,4,9,8,11,11,33,30,49,44,114,112
Fam65b,Fam65b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,3,4,2,2,8,5
Fam65c,Fam65c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fam69a,Fam69a,0,3,0,4,3,5,0.0,0,0,0,0,1,12,21,34,34,89,65,114,135,116,128,336,275
Fam69b,Fam69b,1,0,0,1,1,3,0.0,0,0,0,0,0,5,8,4,4,24,14,113,119,114,146,358,321
Fam69c,Fam69c,0,0,0,0,0,0,0.0,0,0,0,0,0,26,25,32,35,76,76,1,1,2,3,7,4
Fam71b,Fam71b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam71d,Fam71d,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,7,6
Fam71e1,Fam71e1,1,1,0,1,0,3,0.0,0,0,0,0,1,5,6,5,4,19,14,150,151,127,176,265,238
Fam71e2,Fam71e2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
Fam71f1,Fam71f1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Fam71f2,Fam71f2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,4,4
Fam72a,Fam72a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,2,0,0,4,1,3,5,7
Fam73a,Fam73a,4,3,6,4,5,4,0.0,0,0,0,1,3,10,21,29,25,74,65,158,223,212,267,499,397
Fam73b,Fam73b,1,0,0,0,2,0,0.0,0,1,0,1,1,5,1,7,9,22,24,37,68,59,68,121,100
Fam76a,Fam76a,1,2,4,3,3,3,0.0,0,2,1,2,0,10,20,24,29,78,46,264,350,332,371,661,556
Fam76b,Fam76b,2,3,2,2,5,9,0.0,1,0,0,3,0,12,21,30,31,78,62,199,256,231,256,387,357
Fam78a,Fam78a,0,2,0,2,0,0,0.0,0,0,0,0,1,0,0,0,0,2,0,173,242,213,261,281,274
Fam78b,Fam78b,2,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,4,3,82,81,97,120,189,187
Fam81a,Fam81a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,18,7
Fam83a,Fam83a,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,6
Fam83b,Fam83b,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Fam83c,Fam83c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam83d,Fam83d,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam83e,Fam83e,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2
Fam83f,Fam83f,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,7,16,12,18,30,20
Fam83g,Fam83g,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Fam83h,Fam83h,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,3,5,1,4,4,2,5,5
Fam84a,Fam84a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,5,2,3,3,47,11
Fam84b,Fam84b,0,0,0,0,3,1,0.0,0,0,0,0,0,5,19,8,14,41,24,3,7,12,13,12,7
Fam89a,Fam89a,0,0,0,2,1,1,0.0,0,2,0,0,0,0,0,0,0,0,0,13,14,6,13,32,30
Fam92a,Fam92a,0,1,4,2,4,5,0.0,0,1,0,2,1,12,25,26,15,62,55,230,273,257,313,593,475
Fam92b,Fam92b,0,0,0,2,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,18,28,19,28,64,33
Fam96a,Fam96a,2,2,2,9,10,11,0.0,0,0,2,0,1,18,28,33,38,102,82,326,390,365,429,862,789
Fam96b,Fam96b,0,4,3,1,7,8,0.0,0,1,0,4,4,17,9,17,15,42,41,180,247,257,250,553,492
Fam98a,Fam98a,1,1,0,6,3,5,0.0,0,0,1,0,0,34,64,36,46,137,82,190,261,211,297,443,437
Fam98b,Fam98b,6,4,6,15,16,22,0.0,0,1,0,2,7,46,67,59,67,202,193,741,943,898,1053,2194,1943
Fam98c,Fam98c,1,2,2,4,8,7,0.0,0,0,0,2,0,6,7,8,8,39,28,256,362,331,351,734,558
Fan1,Fan1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,9,8,19,14,24,58,41,57,101,68
Fanca,Fanca,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,1,0,1
Fancb,Fancb,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,2,3,4,4,1,7
Fancc,Fancc,0,0,0,0,1,0,0.0,0,0,0,1,0,14,10,7,15,15,13,10,20,12,17,23,21
Fancd2,Fancd2,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,4,6,8,6,4,5
Fancd2os,Fancd2os,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2
Fance,Fance,2,2,2,6,3,3,0.0,0,0,0,0,2,3,3,8,7,18,21,46,72,52,92,145,128
Fancf,Fancf,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,3,1,8,6,9,8,31,37
Fancg,Fancg,0,0,0,0,0,0,0.0,0,0,0,1,0,0,4,1,2,9,5,8,10,9,15,23,28
Fanci,Fanci,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,3,0,0,2,1,1,2
Fancl,Fancl,0,1,0,0,1,1,0.0,0,0,0,0,2,0,10,7,9,32,12,66,90,81,89,243,186
Fancm,Fancm,0,0,0,4,2,4,0.0,0,0,0,1,0,1,3,5,3,19,17,104,133,142,141,299,248
Fank1,Fank1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0
Fap,Fap,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Far1,Far1,0,3,9,4,4,6,0.0,0,1,1,2,3,46,66,79,67,182,144,281,392,402,452,594,525
Far1os,Far1os,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,5,4,7,9,6,5,6,17
Far2,Far2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,2,1,0,9,2,9,36,24,24,52,43
Far2os1,Far2os1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Far2os2,Far2os2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1
Farp1,Farp1,0,0,1,0,0,0,0.0,0,0,0,0,0,9,14,6,15,34,20,10,20,18,20,38,34
Farp2,Farp2,1,0,1,1,2,0,0.0,0,0,2,2,2,2,5,7,5,11,10,77,82,70,105,190,187
Fars2,Fars2,0,0,0,1,2,3,0.0,0,0,0,0,1,1,3,6,7,21,18,41,57,65,77,131,96
Farsa,Farsa,0,1,4,4,4,6,0.0,0,1,0,0,1,9,15,10,13,50,41,188,240,205,248,564,505
Farsb,Farsb,0,0,5,4,2,5,0.0,0,0,0,0,1,5,8,11,19,28,30,133,138,147,187,327,277
Fas,Fas,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0
Fasl,Fasl,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fasn,Fasn,0,1,0,0,0,1,0.0,0,0,0,0,0,17,21,13,16,47,33,61,68,68,85,168,139
Fastk,Fastk,0,2,1,3,4,6,0.0,0,0,1,1,1,9,12,10,15,71,36,145,154,153,187,436,439
Fastkd1,Fastkd1,1,0,0,2,0,0,0.0,0,0,0,0,0,4,2,2,3,12,11,56,79,98,85,137,107
Fastkd2,Fastkd2,2,0,0,0,1,0,0.0,0,0,0,0,0,3,4,3,5,12,9,36,48,52,53,102,80
Fastkd3,Fastkd3,0,0,0,1,0,0,0.0,0,0,0,0,1,1,3,3,4,14,6,24,29,39,37,38,53
Fastkd5,Fastkd5,0,0,0,2,0,0,0.0,0,0,0,0,0,1,2,3,1,8,3,17,16,10,20,31,29
Fat1,Fat1,0,0,0,0,0,0,0.0,0,0,0,0,0,6,6,5,2,11,9,7,6,7,10,8,9
Fat2,Fat2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Fat3,Fat3,0,0,2,0,0,2,0.0,0,0,0,0,0,1,4,2,1,11,12,65,54,48,81,161,132
Fat4,Fat4,0,0,0,2,2,2,0.0,0,0,0,0,0,1,3,3,1,2,3,58,55,46,75,135,109
Fate1,Fate1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Fau,Fau,1,1,0,0,0,2,0.0,0,0,0,0,0,3,6,10,5,17,11,51,88,51,107,168,103
Faxc,Faxc,3,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,3,15,32,26,33,42,31
Fbf1,Fbf1,0,0,0,2,0,1,0.0,0,0,0,1,2,4,12,9,13,35,28,40,62,50,52,142,108
Fbl,Fbl,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,2,1,7,14,12,16,22,12
Fblim1,Fblim1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,3,9,3
Fbll1,Fbll1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,2,0,103,99,106,114,371,353
Fbln1,Fbln1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4
Fbln2,Fbln2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,2,7,5,21,12
Fbln5,Fbln5,0,0,0,0,0,0,0.0,0,0,0,0,0,3,1,4,3,10,7,0,0,0,0,0,1
Fbln7,Fbln7,0,0,0,0,0,0,0.0,0,0,0,0,0,4,2,2,3,9,5,0,1,0,0,0,1
Fbn1,Fbn1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,24,38,38,56,74,43
Fbn2,Fbn2,0,0,0,0,0,0,0.0,0,0,0,0,0,4,12,8,10,10,6,0,3,0,1,1,2
Fbp1,Fbp1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fbp2,Fbp2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fbrs,Fbrs,1,0,0,0,1,1,0.0,0,0,0,0,0,3,8,2,3,10,7,40,52,33,55,109,105
Fbrsl1,Fbrsl1,2,0,2,2,4,1,0.0,0,0,1,0,2,10,9,12,19,54,45,132,176,184,209,416,381
Fbxl12,Fbxl12,0,0,2,3,7,9,0.0,0,0,2,3,0,11,13,17,4,49,30,133,162,167,165,252,233
Fbxl12os,Fbxl12os,0,0,0,0,0,0,0.0,0,0,0,0,1,0,2,1,0,9,8,13,23,17,12,43,37
Fbxl13,Fbxl13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Fbxl14,Fbxl14,0,0,0,0,3,0,0.0,0,0,1,1,3,3,15,10,10,31,19,53,70,58,77,129,147
Fbxl15,Fbxl15,2,0,2,2,1,2,0.0,0,0,0,1,1,11,11,16,10,56,43,101,122,104,126,357,279
Fbxl16,Fbxl16,0,2,1,7,4,5,0.0,0,0,1,1,1,4,5,6,7,23,15,307,375,362,422,769,634
Fbxl17,Fbxl17,0,0,0,2,0,1,0.0,0,0,0,1,0,5,12,11,6,26,19,34,46,41,42,96,80
Fbxl18,Fbxl18,0,0,0,5,5,0,0.0,0,1,1,1,0,8,11,16,14,28,42,101,109,114,130,254,213
Fbxl19,Fbxl19,0,0,0,0,0,2,0.0,0,0,0,0,0,5,1,5,1,9,12,26,30,28,28,81,95
Fbxl2,Fbxl2,0,0,0,1,3,0,0.0,0,0,0,0,0,0,2,0,3,7,6,36,40,41,49,74,61
Fbxl20,Fbxl20,1,1,2,3,4,3,0.0,0,0,0,0,0,10,12,14,22,45,35,179,290,266,325,434,367
Fbxl21,Fbxl21,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,1,4,2,1,0,6,5
Fbxl22,Fbxl22,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,6,2,3,6,7,5
Fbxl3,Fbxl3,3,3,3,3,10,3,0.0,0,0,0,1,1,25,29,36,44,126,97,164,185,192,220,409,353
Fbxl4,Fbxl4,2,0,0,0,1,2,0.0,0,0,0,0,0,5,17,13,19,50,31,64,85,81,88,113,129
Fbxl5,Fbxl5,3,0,4,16,17,9,0.0,1,1,1,5,2,34,34,56,61,139,83,618,769,800,832,1282,1051
Fbxl6,Fbxl6,1,0,0,3,0,2,0.0,1,1,1,2,1,19,20,10,11,54,31,116,127,134,108,224,222
Fbxl7,Fbxl7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxl8,Fbxl8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,4,3,0,1,2,1,7,0
Fbxo10,Fbxo10,0,1,0,0,2,2,0.0,0,0,0,0,0,7,4,3,8,19,23,31,28,16,33,46,46
Fbxo11,Fbxo11,4,0,4,8,7,8,0.0,0,1,0,5,3,25,55,36,49,160,102,319,462,404,560,994,849
Fbxo15,Fbxo15,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1
Fbxo16,Fbxo16,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,4,2,7,9,29,19,29,27,88,79
Fbxo17,Fbxo17,0,0,0,0,1,0,0.0,0,0,0,1,0,4,3,4,5,15,16,13,23,18,17,65,69
Fbxo18,Fbxo18,0,0,1,1,5,1,0.0,0,0,0,3,1,8,15,12,11,44,25,62,79,62,71,184,181
Fbxo2,Fbxo2,0,0,0,0,2,0,0.0,0,0,0,0,0,52,73,41,71,263,226,8,9,3,5,21,30
Fbxo21,Fbxo21,2,0,6,6,4,1,0.0,0,0,0,1,0,10,18,11,20,57,24,172,226,238,278,482,425
Fbxo22,Fbxo22,2,1,0,3,1,6,0.0,0,0,0,2,0,13,15,19,19,52,58,131,198,187,205,380,355
Fbxo24,Fbxo24,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1
Fbxo25,Fbxo25,1,1,2,1,3,6,0.0,0,0,2,1,3,19,12,23,27,28,31,241,334,306,406,554,498
Fbxo27,Fbxo27,0,1,0,0,5,2,0.0,0,0,0,0,3,6,7,9,9,20,17,13,20,28,39,78,63
Fbxo28,Fbxo28,3,0,0,1,2,1,0.0,0,0,0,0,0,16,12,14,15,51,40,106,110,129,134,255,206
Fbxo3,Fbxo3,7,0,5,5,5,5,0.0,0,0,1,0,0,19,38,57,45,134,93,337,397,402,436,833,708
Fbxo30,Fbxo30,0,0,1,4,3,0,0.0,0,0,0,2,0,28,38,46,55,127,105,88,122,100,129,184,177
Fbxo31,Fbxo31,1,1,0,0,3,0,0.0,0,0,0,2,1,5,8,5,4,33,10,72,84,68,69,171,170
Fbxo32,Fbxo32,0,0,0,0,0,0,0.0,0,0,0,0,4,4,5,9,11,32,14,15,21,20,11,32,36
Fbxo33,Fbxo33,2,0,1,2,4,2,0.0,0,0,0,0,1,9,10,12,16,29,32,74,101,73,120,274,240
Fbxo34,Fbxo34,3,1,1,2,4,7,0.0,1,0,0,2,1,18,28,18,19,57,53,163,231,235,248,415,368
Fbxo36,Fbxo36,0,0,0,1,1,1,0.0,0,0,0,0,0,1,1,2,4,7,4,28,36,25,28,62,53
Fbxo38,Fbxo38,0,1,2,3,3,0,0.0,0,0,0,0,0,5,14,4,8,14,18,76,135,104,147,215,188
Fbxo39,Fbxo39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fbxo4,Fbxo4,0,0,0,0,2,0,0.0,0,0,0,0,0,6,11,6,8,22,23,37,60,48,56,83,87
Fbxo40,Fbxo40,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo41,Fbxo41,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,3,0,77,109,92,120,177,158
Fbxo42,Fbxo42,0,0,0,1,0,2,0.0,0,0,0,0,0,2,4,2,2,7,11,38,40,33,50,73,73
Fbxo43,Fbxo43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1
Fbxo44,Fbxo44,0,0,1,0,1,0,0.0,0,0,0,0,0,13,20,22,21,76,49,80,116,91,112,192,160
Fbxo45,Fbxo45,1,1,0,2,1,2,0.0,0,0,0,1,1,8,8,7,6,25,20,58,73,58,97,169,142
Fbxo46,Fbxo46,0,0,0,0,0,0,0.0,0,0,0,0,0,4,2,2,7,11,5,21,27,25,17,50,46
Fbxo47,Fbxo47,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,0,7,5
Fbxo48,Fbxo48,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,0,2,3
Fbxo5,Fbxo5,0,0,1,2,1,0,0.0,0,0,0,0,0,0,2,4,2,13,6,6,17,18,16,35,32
Fbxo6,Fbxo6,0,0,0,0,2,2,0.0,0,0,0,0,0,14,14,21,10,52,42,47,65,69,59,135,100
Fbxo7,Fbxo7,0,1,1,0,3,0,0.0,0,0,0,1,0,3,10,12,9,23,25,32,31,29,39,85,71
