436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
9645,ENSMUSG00000093865.8,Lrit3,protein_coding,2739,0,0.0,0.0,0.0
9646,ENSMUSG00000028012.16,Rrh,protein_coding,5910,0,0.0,0.0,0.0
9647,ENSMUSG00000028010.17,Gar1,protein_coding,1714,5,2.9171528588098017,71.45965517434416,6.179106035105179
9648,ENSMUSG00000058952.13,Cfi,protein_coding,2220,0,0.0,0.0,0.0
9649,ENSMUSG00000027999.16,Pla2g12a,protein_coding,3682,2,0.5431830526887561,13.306012924370004,3.8385497448888786
9650,ENSMUSG00000027997.10,Casp6,protein_coding,5584,0,0.0,0.0,0.0
9651,ENSMUSG00000027994.15,Mcub,protein_coding,1318,2,1.5174506828528072,37.17203307096385,5.254444122501519
9652,ENSMUSG00000001052.16,Sec24b,protein_coding,6020,32,5.3156146179401995,130.21326136220694,7.035769726305755
9653,ENSMUSG00000063328.7,Gm9396,processed_pseudogene,567,0,0.0,0.0,0.0
9654,ENSMUSG00000106072.2,Gm42663,processed_pseudogene,351,0,0.0,0.0,0.0
9655,ENSMUSG00000058897.19,Col25a1,protein_coding,13028,0,0.0,0.0,0.0
9656,ENSMUSG00000106276.2,Gm9397,processed_pseudogene,605,0,0.0,0.0,0.0
9657,ENSMUSG00000119756.1,U6,snRNA,107,0,0.0,0.0,0.0
9658,ENSMUSG00000105011.2,Gm43210,TEC,6152,0,0.0,0.0,0.0
9659,ENSMUSG00000105760.2,Gm43211,TEC,1899,0,0.0,0.0,0.0
9660,ENSMUSG00000105520.2,Gm42837,TEC,2829,0,0.0,0.0,0.0
9661,ENSMUSG00000019232.15,Etnppl,protein_coding,8262,0,0.0,0.0,0.0
9662,ENSMUSG00000041084.9,Ostc,protein_coding,2751,7,2.544529262086514,62.33172975512769,5.984856578605366
9663,ENSMUSG00000105466.2,Gm42998,TEC,2371,0,0.0,0.0,0.0
9664,ENSMUSG00000062006.13,Rpl34,protein_coding,2643,2,0.7567158531971245,18.536791368721286,4.288121640159783
9665,ENSMUSG00000105789.2,Gm42997,lncRNA,1342,0,0.0,0.0,0.0
9666,ENSMUSG00000106260.2,Gm43524,processed_pseudogene,298,0,0.0,0.0,0.0
9667,ENSMUSG00000105716.2,Gm43522,lncRNA,1970,0,0.0,0.0,0.0
9668,ENSMUSG00000106095.3,2010110G14Rik,lncRNA,527,0,0.0,0.0,0.0
9669,ENSMUSG00000104984.2,Gm5982,processed_pseudogene,512,0,0.0,0.0,0.0
9670,ENSMUSG00000104557.2,Gm36520,lncRNA,400,0,0.0,0.0,0.0
9671,ENSMUSG00002075059.1,ENSMUSG00002075059,snoRNA,128,0,0.0,0.0,0.0
9672,ENSMUSG00000105769.2,Gm43351,lncRNA,326,0,0.0,0.0,0.0
9673,ENSMUSG00000105628.2,Gm43350,TEC,711,0,0.0,0.0,0.0
9674,ENSMUSG00000104579.2,5830437K03Rik,TEC,1379,0,0.0,0.0,0.0
9675,ENSMUSG00000106249.2,Gm43349,lncRNA,503,0,0.0,0.0,0.0
9676,ENSMUSG00000105558.2,Gm5855,processed_pseudogene,1305,1,0.7662835249042146,18.77116459292351,4.305325948400154
9677,ENSMUSG00000104859.2,A430072C10Rik,TEC,2532,0,0.0,0.0,0.0
9678,ENSMUSG00000106086.2,Lef1os1,lncRNA,3065,0,0.0,0.0,0.0
9679,ENSMUSG00000027985.15,Lef1,protein_coding,8788,6,0.6827492034592626,16.724876964336715,4.147703708047086
9680,ENSMUSG00000104612.2,Gm42449,TEC,2258,0,0.0,0.0,0.0
9681,ENSMUSG00000027984.9,Hadh,protein_coding,4977,9,1.8083182640144664,44.297232900117855,5.501351017052725
9682,ENSMUSG00000106268.2,Gm18492,processed_pseudogene,1018,0,0.0,0.0,0.0
9683,ENSMUSG00000027983.14,Cyp2u1,protein_coding,5242,1,0.19076688286913393,4.673096107166192,2.5041363047205523
9684,ENSMUSG00000097761.2,4930534D22Rik,lncRNA,2715,0,0.0,0.0,0.0
9685,ENSMUSG00000050931.8,Sgms2,protein_coding,6227,2,0.3211819495744339,7.867791807857773,3.148574899964251
9686,ENSMUSG00000104754.2,Gm43116,processed_pseudogene,195,0,0.0,0.0,0.0
9687,ENSMUSG00000028032.14,Papss1,protein_coding,3053,4,1.3101867016049786,32.09481794138903,5.048533429275038
9688,ENSMUSG00000105973.2,Gm42881,TEC,3344,0,0.0,0.0,0.0
9689,ENSMUSG00000105331.2,Gm29865,lncRNA,451,0,0.0,0.0,0.0
9690,ENSMUSG00000104853.3,Olfr375-ps1,unprocessed_pseudogene,249,0,0.0,0.0,0.0
9691,ENSMUSG00002075251.1,U6,snRNA,95,0,0.0,0.0,0.0
9692,ENSMUSG00000119343.1,U6,snRNA,107,0,0.0,0.0,0.0
9693,ENSMUSG00000028031.7,Dkk2,protein_coding,3705,0,0.0,0.0,0.0
9694,ENSMUSG00000106280.2,Gm42880,lncRNA,459,0,0.0,0.0,0.0
9695,ENSMUSG00002075594.1,U6,snRNA,106,0,0.0,0.0,0.0
9696,ENSMUSG00000091721.5,Gimd1,protein_coding,1562,0,0.0,0.0,0.0
9697,ENSMUSG00000106313.2,Gm9402,processed_pseudogene,388,0,0.0,0.0,0.0
9698,ENSMUSG00000028029.12,Aimp1,protein_coding,5614,4,0.7125044531528322,17.453772564136212,4.2058438761162655
9699,ENSMUSG00000028030.13,Tbck,protein_coding,12127,9,0.742145625463841,18.179873682187402,4.261521313747998
9700,ENSMUSG00000105719.2,Gm42872,TEC,1967,0,0.0,0.0,0.0
9701,ENSMUSG00000087776.3,Gm22322,snoRNA,111,0,0.0,0.0,0.0
9702,ENSMUSG00000105691.2,Gm42876,TEC,3215,0,0.0,0.0,0.0
9703,ENSMUSG00000106230.2,Gm29811,lncRNA,1671,0,0.0,0.0,0.0
9704,ENSMUSG00000106499.2,Gm9403,processed_pseudogene,2181,2,0.9170105456212746,22.463429430321114,4.552341988924111
9705,ENSMUSG00000040998.19,Npnt,protein_coding,5026,42,8.356545961002785,204.70504005931906,7.684433332103817
9706,ENSMUSG00000089431.4,Gm23196,snRNA,107,0,0.0,0.0,0.0
9707,ENSMUSG00000028018.16,Gstcd,protein_coding,5401,7,1.2960562858729865,31.748674052278513,5.033364590028204
9708,ENSMUSG00000104787.2,Gm19148,processed_pseudogene,429,0,0.0,0.0,0.0
9709,ENSMUSG00000105259.2,Gm42874,TEC,1774,0,0.0,0.0,0.0
9710,ENSMUSG00000105217.2,Gm42873,TEC,1726,0,0.0,0.0,0.0
9711,ENSMUSG00000028016.10,Ints12,protein_coding,7945,7,0.8810572687224669,21.582704664110288,4.4971463786875585
9712,ENSMUSG00000040969.15,Arhgef38,protein_coding,8190,0,0.0,0.0,0.0
9713,ENSMUSG00000105957.2,Gm43254,lncRNA,2491,0,0.0,0.0,0.0
9714,ENSMUSG00000028013.17,Ppa2,protein_coding,9554,2,0.20933640360058614,5.1279819538968345,2.6154120487214407
9715,ENSMUSG00002076298.1,ENSMUSG00002076298,miRNA,121,0,0.0,0.0,0.0
9716,ENSMUSG00000040943.13,Tet2,protein_coding,16870,1,0.05927682276229994,1.4520669705847764,1.2939983822958716
9717,ENSMUSG00000105085.2,Gm42567,lncRNA,352,0,0.0,0.0,0.0
9718,ENSMUSG00000105595.2,Gm49316,processed_pseudogene,275,0,0.0,0.0,0.0
9719,ENSMUSG00000077336.3,Gm23011,snoRNA,132,0,0.0,0.0,0.0
9720,ENSMUSG00000102530.2,Gm37228,TEC,331,0,0.0,0.0,0.0
9721,ENSMUSG00000105952.2,Gm40153,lncRNA,637,0,0.0,0.0,0.0
9722,ENSMUSG00000106069.2,Gm6135,lncRNA,372,0,0.0,0.0,0.0
9723,ENSMUSG00000104645.2,Gm30484,lncRNA,449,0,0.0,0.0,0.0
9724,ENSMUSG00000097911.3,Gm26691,lncRNA,8909,0,0.0,0.0,0.0
9725,ENSMUSG00002076160.1,ENSMUSG00002076160,miRNA,94,0,0.0,0.0,0.0
9726,ENSMUSG00000104556.2,Gm43192,lncRNA,637,0,0.0,0.0,0.0
9727,ENSMUSG00000105523.2,Gm43193,processed_pseudogene,441,0,0.0,0.0,0.0
9728,ENSMUSG00000106139.2,Gm30648,lncRNA,2095,0,0.0,0.0,0.0
9729,ENSMUSG00000044365.16,Cxxc4,protein_coding,13401,0,0.0,0.0,0.0
9730,ENSMUSG00000084564.3,Mir1895,miRNA,79,0,0.0,0.0,0.0
9731,ENSMUSG00000104779.2,Gm43559,processed_pseudogene,466,0,0.0,0.0,0.0
9732,ENSMUSG00000106628.2,Gm43558,TEC,210,0,0.0,0.0,0.0
9733,ENSMUSG00000104530.2,Gm6077,processed_pseudogene,499,1,2.004008016032064,49.090921430391134,5.646477245329833
9734,ENSMUSG00000105765.2,4930539C22Rik,lncRNA,970,0,0.0,0.0,0.0
9735,ENSMUSG00000097031.3,Gm26820,lncRNA,1008,0,0.0,0.0,0.0
9736,ENSMUSG00000028172.6,Tacr3,protein_coding,3762,0,0.0,0.0,0.0
9737,ENSMUSG00000105559.2,Gm4860,processed_pseudogene,454,0,0.0,0.0,0.0
9738,ENSMUSG00000106569.2,Gm43036,processed_pseudogene,373,0,0.0,0.0,0.0
9739,ENSMUSG00000104539.2,Gm43035,processed_pseudogene,517,0,0.0,0.0,0.0
9740,ENSMUSG00000105538.2,Gm2142,processed_pseudogene,589,0,0.0,0.0,0.0
9741,ENSMUSG00002075581.1,ENSMUSG00002075581,miRNA,106,0,0.0,0.0,0.0
9742,ENSMUSG00000105266.2,Gm18546,processed_pseudogene,676,0,0.0,0.0,0.0
9743,ENSMUSG00000106079.2,Gm43033,processed_pseudogene,425,0,0.0,0.0,0.0
9744,ENSMUSG00000045328.12,Cenpe,protein_coding,8620,18,2.0881670533642693,51.152512330368126,5.704664847905846
9745,ENSMUSG00000028167.16,Bdh2,protein_coding,4250,0,0.0,0.0,0.0
9746,ENSMUSG00000037994.15,Slc9b2,protein_coding,5497,0,0.0,0.0,0.0
9747,ENSMUSG00000050150.17,Slc9b1,protein_coding,3689,0,0.0,0.0,0.0
9748,ENSMUSG00000028165.10,Cisd2,protein_coding,7667,2,0.2608582235554976,6.390079507960135,2.8855898860389164
9749,ENSMUSG00000105981.2,2810428J06Rik,TEC,2696,0,0.0,0.0,0.0
9750,ENSMUSG00000105449.2,Gm43379,TEC,7726,0,0.0,0.0,0.0
9751,ENSMUSG00000097032.3,4930539J05Rik,lncRNA,1668,0,0.0,0.0,0.0
9752,ENSMUSG00000078578.10,Ube2d3,protein_coding,24499,14,0.571451895995755,13.998496963660251,3.9067460268270846
9753,ENSMUSG00000105404.2,Gm42807,processed_pseudogene,329,0,0.0,0.0,0.0
9754,ENSMUSG00000028164.16,Manba,protein_coding,6971,0,0.0,0.0,0.0
9755,ENSMUSG00000083045.2,Gm16100,processed_pseudogene,231,0,0.0,0.0,0.0
9756,ENSMUSG00000083610.2,Oaz2-ps,processed_pseudogene,537,0,0.0,0.0,0.0
9757,ENSMUSG00000028163.18,Nfkb1,protein_coding,12061,9,0.7462067821905315,18.279357279154848,4.268985051764791
9758,ENSMUSG00000106149.2,Gm43430,TEC,3897,0,0.0,0.0,0.0
9759,ENSMUSG00000053897.16,Slc39a8,protein_coding,7664,2,0.2609603340292276,6.392580843884442,2.886078115475587
9760,ENSMUSG00000106306.5,4933401H06Rik,lncRNA,1202,0,0.0,0.0,0.0
9761,ENSMUSG00000106290.2,Gm43429,TEC,2251,0,0.0,0.0,0.0
9762,ENSMUSG00000105681.2,Gm43428,TEC,3845,0,0.0,0.0,0.0
9763,ENSMUSG00000106141.2,Gm18330,processed_pseudogene,547,0,0.0,0.0,0.0
9764,ENSMUSG00000104710.2,Gm31243,lncRNA,1158,0,0.0,0.0,0.0
9765,ENSMUSG00000105937.2,Gm43602,processed_pseudogene,300,0,0.0,0.0,0.0
9766,ENSMUSG00000105244.2,Gm5281,processed_pseudogene,2134,0,0.0,0.0,0.0
9767,ENSMUSG00000037922.14,Bank1,protein_coding,7486,0,0.0,0.0,0.0
9768,ENSMUSG00000105869.2,Gm9408,processed_pseudogene,1505,2,1.3289036544850499,32.553315340551734,5.068383418363913
9769,ENSMUSG00000106363.2,Gm43402,processed_pseudogene,159,0,0.0,0.0,0.0
9770,ENSMUSG00000099508.2,1700030L20Rik,lncRNA,985,0,0.0,0.0,0.0
9771,ENSMUSG00000028161.18,Ppp3ca,protein_coding,9981,4,0.40076144674882275,9.817200598643494,3.435255284902544
9772,ENSMUSG00000106596.2,Gm42822,TEC,1529,0,0.0,0.0,0.0
9773,ENSMUSG00000105545.2,4930599N24Rik,TEC,1003,0,0.0,0.0,0.0
9774,ENSMUSG00002076866.1,ENSMUSG00002076866,miRNA,117,0,0.0,0.0,0.0
9775,ENSMUSG00000106398.2,Gm43357,lncRNA,342,0,0.0,0.0,0.0
9776,ENSMUSG00000105327.2,Gm9409,processed_pseudogene,316,0,0.0,0.0,0.0
9777,ENSMUSG00000104617.2,Gm43356,lncRNA,609,0,0.0,0.0,0.0
9778,ENSMUSG00000119741.1,U6,snRNA,107,0,0.0,0.0,0.0
9779,ENSMUSG00000104610.2,Gm567,lncRNA,469,0,0.0,0.0,0.0
9780,ENSMUSG00000054690.18,Emcn,protein_coding,5409,0,0.0,0.0,0.0
9781,ENSMUSG00000055138.11,Gm4861,lncRNA,957,0,0.0,0.0,0.0
9782,ENSMUSG00002076808.1,ENSMUSG00002076808,miRNA,120,0,0.0,0.0,0.0
9783,ENSMUSG00000046818.8,Ddit4l,protein_coding,2916,1,0.3429355281207133,8.40067551226515,3.232764429468927
9784,ENSMUSG00000105325.2,Gm30946,processed_pseudogene,724,0,0.0,0.0,0.0
9785,ENSMUSG00000094856.2,Gm21962,protein_coding,1017,0,0.0,0.0,0.0
9786,ENSMUSG00000106122.2,Gm42610,lncRNA,650,0,0.0,0.0,0.0
9787,ENSMUSG00000064460.3,Gm25080,snRNA,107,0,0.0,0.0,0.0
9788,ENSMUSG00000099011.3,Mir6380,miRNA,81,0,0.0,0.0,0.0
9789,ENSMUSG00000105427.2,Gm31678,lncRNA,454,0,0.0,0.0,0.0
9790,ENSMUSG00000105676.2,Gm43403,lncRNA,1786,0,0.0,0.0,0.0
9791,ENSMUSG00000037894.14,H2az1,protein_coding,1776,4,2.2522522522522523,55.172004040011664,5.811779369532766
9792,ENSMUSG00000074212.8,Dnajb14,protein_coding,15741,9,0.5717552887364208,14.005928984428346,3.9074607307006892
9793,ENSMUSG00000106629.2,Gm40155,lncRNA,818,0,0.0,0.0,0.0
9794,ENSMUSG00000105748.2,Gm43088,TEC,2347,0,0.0,0.0,0.0
9795,ENSMUSG00000081829.2,Gm15460,processed_pseudogene,391,0,0.0,0.0,0.0
9796,ENSMUSG00002076447.1,U6,snRNA,99,0,0.0,0.0,0.0
9797,ENSMUSG00000104675.2,Gm43689,lncRNA,427,0,0.0,0.0,0.0
9798,ENSMUSG00000091512.6,Lamtor3,protein_coding,4151,3,0.7227174174897616,17.703953115224174,4.225271313503105
9799,ENSMUSG00000028159.15,Dapp1,protein_coding,4124,1,0.24248302618816686,5.939953878216581,2.7949260749232305
9800,ENSMUSG00000105296.2,Gm19708,lncRNA,543,0,0.0,0.0,0.0
9801,ENSMUSG00000049349.4,Gm5105,protein_coding,1665,0,0.0,0.0,0.0
9802,ENSMUSG00000090066.3,1110002E22Rik,protein_coding,9998,0,0.0,0.0,0.0
9803,ENSMUSG00000028158.15,Mttp,protein_coding,6206,0,0.0,0.0,0.0
9804,ENSMUSG00000104776.2,Gm43691,lncRNA,697,0,0.0,0.0,0.0
9805,ENSMUSG00000004127.13,Trmt10a,protein_coding,7976,2,0.25075225677031093,6.142520008466694,2.836433172614254
9806,ENSMUSG00000012042.10,4930579F01Rik,protein_coding,2379,0,0.0,0.0,0.0
9807,ENSMUSG00000099146.8,0610031O16Rik,lncRNA,2482,0,0.0,0.0,0.0
9808,ENSMUSG00000055301.9,Adh7,protein_coding,3787,6,1.5843675732770004,38.811253964243754,5.315104408655347
9809,ENSMUSG00000074207.11,Adh1,protein_coding,2233,0,0.0,0.0,0.0
9810,ENSMUSG00000089635.2,Gm16559,lncRNA,1564,0,0.0,0.0,0.0
9811,ENSMUSG00000053054.14,Adh6a,protein_coding,2542,0,0.0,0.0,0.0
9812,ENSMUSG00000074206.8,Adh6b,protein_coding,4669,0,0.0,0.0,0.0
9813,ENSMUSG00000087752.3,Gm23467,snRNA,159,0,0.0,0.0,0.0
9814,ENSMUSG00000090306.6,Adh6-ps1,transcribed_unprocessed_pseudogene,2982,0,0.0,0.0,0.0
9815,ENSMUSG00000037797.15,Adh4,protein_coding,1450,0,0.0,0.0,0.0
9816,ENSMUSG00000028138.9,Adh5,protein_coding,5408,8,1.4792899408284024,36.23723342272955,5.218673985303552
9817,ENSMUSG00000005813.13,Metap1,protein_coding,7000,10,1.4285714285714286,34.99481399109311,5.169717157878862
9818,ENSMUSG00000105751.2,Gm43724,processed_pseudogene,226,0,0.0,0.0,0.0
9819,ENSMUSG00000106462.2,Gm43725,processed_pseudogene,369,0,0.0,0.0,0.0
9820,ENSMUSG00000028156.13,Eif4e,protein_coding,6008,1,0.16644474034620507,4.077291909747866,2.344059207603315
9821,ENSMUSG00000088373.5,Mir1956,miRNA,65,0,0.0,0.0,0.0
9822,ENSMUSG00000106353.2,Gm43726,processed_pseudogene,775,0,0.0,0.0,0.0
9823,ENSMUSG00000104680.2,Gm9415,processed_pseudogene,1321,0,0.0,0.0,0.0
9824,ENSMUSG00000105396.2,Gm6057,processed_pseudogene,314,0,0.0,0.0,0.0
9825,ENSMUSG00000105126.2,Gm43723,processed_pseudogene,189,0,0.0,0.0,0.0
9826,ENSMUSG00000105838.2,4930425O10Rik,lncRNA,1418,0,0.0,0.0,0.0
9827,ENSMUSG00000028152.11,Tspan5,protein_coding,7389,19,2.571389903911219,62.98971797016353,5.999768202731867
9828,ENSMUSG00000086123.4,Gm16060,processed_pseudogene,478,0,0.0,0.0,0.0
9829,ENSMUSG00000028149.13,Rap1gds1,protein_coding,7559,18,2.3812673634078583,58.332405911863106,5.890748379737159
9830,ENSMUSG00000104724.2,Gm43162,TEC,1770,0,0.0,0.0,0.0
9831,ENSMUSG00000090801.2,Gm4862,processed_pseudogene,438,0,0.0,0.0,0.0
9832,ENSMUSG00000047940.14,Stpg2,protein_coding,3017,0,0.0,0.0,0.0
9833,ENSMUSG00000104992.2,Gm43163,processed_pseudogene,442,0,0.0,0.0,0.0
9834,ENSMUSG00000119200.1,U6,snRNA,107,0,0.0,0.0,0.0
9835,ENSMUSG00000106574.2,Gm2451,processed_pseudogene,999,2,2.002002002002002,49.04178136889926,5.645061241831821
9836,ENSMUSG00000106505.2,Gm32693,lncRNA,2402,0,0.0,0.0,0.0
9837,ENSMUSG00000105880.2,Gm43678,lncRNA,328,0,0.0,0.0,0.0
9838,ENSMUSG00000099169.3,Mir7j,miRNA,122,0,0.0,0.0,0.0
9839,ENSMUSG00000105180.2,Gm4863,processed_pseudogene,1381,0,0.0,0.0,0.0
9840,ENSMUSG00000106207.2,Gm19184,processed_pseudogene,928,0,0.0,0.0,0.0
9841,ENSMUSG00000104596.2,Gm19080,processed_pseudogene,550,0,0.0,0.0,0.0
9842,ENSMUSG00000106159.2,Gm31211,processed_pseudogene,253,0,0.0,0.0,0.0
9843,ENSMUSG00000105777.2,Gm43049,lncRNA,936,0,0.0,0.0,0.0
9844,ENSMUSG00000095465.3,Gm6214,processed_pseudogene,541,0,0.0,0.0,0.0
9845,ENSMUSG00000104790.2,Gm43276,processed_pseudogene,364,0,0.0,0.0,0.0
9846,ENSMUSG00000118659.2,RP23-148J20.3,lncRNA,737,0,0.0,0.0,0.0
9847,ENSMUSG00000106540.2,4930590L14Rik,lncRNA,836,0,0.0,0.0,0.0
9848,ENSMUSG00000047674.3,Pdha2,protein_coding,2352,0,0.0,0.0,0.0
9849,ENSMUSG00000089737.2,Gm15688,lncRNA,2418,0,0.0,0.0,0.0
9850,ENSMUSG00000059921.16,Unc5c,protein_coding,19135,0,0.0,0.0,0.0
9851,ENSMUSG00000089924.2,Gm15689,lncRNA,1159,0,0.0,0.0,0.0
9852,ENSMUSG00000106071.2,Gm43826,TEC,2612,0,0.0,0.0,0.0
9853,ENSMUSG00000052430.16,Bmpr1b,protein_coding,5962,0,0.0,0.0,0.0
9854,ENSMUSG00000105015.2,Gm6059,processed_pseudogene,340,0,0.0,0.0,0.0
9855,ENSMUSG00000028273.16,Pdlim5,protein_coding,8877,24,2.7036160865157144,66.22877943566117,6.071007052011435
9856,ENSMUSG00000105504.5,Gbp5,protein_coding,6637,0,0.0,0.0,0.0
9857,ENSMUSG00000040253.16,Gbp7,protein_coding,5614,0,0.0,0.0,0.0
9858,ENSMUSG00000105338.2,Gm43802,processed_pseudogene,637,0,0.0,0.0,0.0
9859,ENSMUSG00000028268.15,Gbp3,protein_coding,3265,0,0.0,0.0,0.0
9860,ENSMUSG00000040264.11,Gbp2b,protein_coding,2823,0,0.0,0.0,0.0
9861,ENSMUSG00000028270.13,Gbp2,protein_coding,2516,0,0.0,0.0,0.0
9862,ENSMUSG00000098871.3,Mir6381,miRNA,87,0,0.0,0.0,0.0
9863,ENSMUSG00000105317.3,Gbp2-ps,unprocessed_pseudogene,1387,0,0.0,0.0,0.0
9864,ENSMUSG00000105170.2,Gm19166,processed_pseudogene,1063,0,0.0,0.0,0.0
9865,ENSMUSG00000040213.14,Kyat3,protein_coding,9518,0,0.0,0.0,0.0
9866,ENSMUSG00000086561.2,Gm15540,lncRNA,674,0,0.0,0.0,0.0
9867,ENSMUSG00000028271.10,Gtf2b,protein_coding,4589,2,0.43582479843103067,10.676125427659697,3.545489708689676
9868,ENSMUSG00000065130.3,Gm24457,snRNA,105,0,0.0,0.0,0.0
9869,ENSMUSG00000004591.17,Pkn2,protein_coding,12877,7,0.5436048769123243,13.316346086538497,3.8395914202070562
9870,ENSMUSG00000087795.3,Gm25965,snoRNA,93,0,0.0,0.0,0.0
9871,ENSMUSG00000106550.2,Gm43646,lncRNA,464,0,0.0,0.0,0.0
9872,ENSMUSG00000097858.3,9530052C20Rik,lncRNA,1372,0,0.0,0.0,0.0
9873,ENSMUSG00000105671.2,Gm31306,transcribed_processed_pseudogene,508,0,0.0,0.0,0.0
9874,ENSMUSG00000078162.7,Gm2574,processed_pseudogene,1002,0,0.0,0.0,0.0
9875,ENSMUSG00000105652.2,4930519L02Rik,lncRNA,891,0,0.0,0.0,0.0
9876,ENSMUSG00000106052.2,Gm43614,lncRNA,517,0,0.0,0.0,0.0
9877,ENSMUSG00000105923.5,A830019L24Rik,lncRNA,3550,0,0.0,0.0,0.0
9878,ENSMUSG00000106162.2,Gm43613,lncRNA,1613,0,0.0,0.0,0.0
9879,ENSMUSG00000105917.2,Gm43612,lncRNA,3207,0,0.0,0.0,0.0
9880,ENSMUSG00000106210.2,1700001N15Rik,lncRNA,482,0,0.0,0.0,0.0
9881,ENSMUSG00000105000.2,Gm43616,lncRNA,409,0,0.0,0.0,0.0
9882,ENSMUSG00000104939.2,Gm33651,lncRNA,456,0,0.0,0.0,0.0
9883,ENSMUSG00000105511.2,Gm33758,lncRNA,407,0,0.0,0.0,0.0
9884,ENSMUSG00000103816.2,Gm38006,TEC,697,0,0.0,0.0,0.0
9885,ENSMUSG00000106109.2,Gm42704,lncRNA,1778,0,0.0,0.0,0.0
9886,ENSMUSG00000105279.2,Gm6260,lncRNA,1003,0,0.0,0.0,0.0
9887,ENSMUSG00000088851.3,Gm24728,snoRNA,125,0,0.0,0.0,0.0
9888,ENSMUSG00000105324.2,Gm42705,lncRNA,2465,0,0.0,0.0,0.0
9889,ENSMUSG00000106524.2,Gm42706,lncRNA,1910,0,0.0,0.0,0.0
9890,ENSMUSG00000105492.2,Gm2505,processed_pseudogene,825,0,0.0,0.0,0.0
9891,ENSMUSG00000105811.2,Gm42707,lncRNA,837,0,0.0,0.0,0.0
9892,ENSMUSG00000104865.2,Gm42708,lncRNA,905,0,0.0,0.0,0.0
9893,ENSMUSG00000106367.2,Gm34078,lncRNA,744,0,0.0,0.0,0.0
9894,ENSMUSG00000028266.18,Lmo4,protein_coding,3530,7,1.98300283286119,48.57637069585163,5.631580755768523
9895,ENSMUSG00000104969.2,Gm43445,lncRNA,2091,0,0.0,0.0,0.0
9896,ENSMUSG00000105197.2,Gm43446,lncRNA,1096,0,0.0,0.0,0.0
9897,ENSMUSG00000106266.2,Gm43447,lncRNA,1535,0,0.0,0.0,0.0
9898,ENSMUSG00000106416.2,Gm5857,processed_pseudogene,493,1,2.028397565922921,49.68837686362105,5.663583061768059
9899,ENSMUSG00000040151.10,Hs2st1,protein_coding,8209,16,1.9490802777439398,47.74539124135009,5.607193916876504
9900,ENSMUSG00000104903.2,Gm43707,lncRNA,3187,0,0.0,0.0,0.0
9901,ENSMUSG00000106057.2,Gm43560,lncRNA,773,0,0.0,0.0,0.0
9902,ENSMUSG00000037072.17,Selenof,protein_coding,5819,24,4.124420003437017,101.0333175889954,6.672896511302204
9903,ENSMUSG00002076123.1,ENSMUSG00002076123,snoRNA,128,0,0.0,0.0,0.0
9904,ENSMUSG00000105045.2,Rpl9-ps8,processed_pseudogene,562,0,0.0,0.0,0.0
9905,ENSMUSG00000037062.14,Sh3glb1,protein_coding,7467,30,4.017677782241864,98.41852066599107,6.6354427312224304
9906,ENSMUSG00000106089.2,Gm9419,processed_pseudogene,567,0,0.0,0.0,0.0
9907,ENSMUSG00000056025.13,Clca3a1,protein_coding,3899,0,0.0,0.0,0.0
9908,ENSMUSG00000106424.2,Gm34866,lncRNA,515,0,0.0,0.0,0.0
9909,ENSMUSG00000104841.2,Gm17743,processed_pseudogene,1675,0,0.0,0.0,0.0
9910,ENSMUSG00000028262.14,Clca3a2,protein_coding,3974,0,0.0,0.0,0.0
9911,ENSMUSG00000105900.2,Gm43240,lncRNA,630,0,0.0,0.0,0.0
9912,ENSMUSG00000037033.10,Clca3b,protein_coding,3361,0,0.0,0.0,0.0
9913,ENSMUSG00000089950.3,Gm16215,processed_pseudogene,637,0,0.0,0.0,0.0
9914,ENSMUSG00000074196.11,Clca4c-ps,transcribed_unprocessed_pseudogene,3037,0,0.0,0.0,0.0
9915,ENSMUSG00000074195.4,Clca4b,protein_coding,2997,0,0.0,0.0,0.0
9916,ENSMUSG00000085773.4,Gm16233,lncRNA,1623,0,0.0,0.0,0.0
9917,ENSMUSG00000068547.8,Clca4a,protein_coding,3004,0,0.0,0.0,0.0
9918,ENSMUSG00000106361.2,Gm35066,lncRNA,2074,0,0.0,0.0,0.0
9919,ENSMUSG00000028255.7,Clca1,protein_coding,3777,0,0.0,0.0,0.0
9920,ENSMUSG00000036960.11,Clca2,protein_coding,4646,0,0.0,0.0,0.0
9921,ENSMUSG00000028256.17,Odf2l,protein_coding,11140,1,0.08976660682226212,2.1989559958496567,1.6776011471875296
9922,ENSMUSG00000028197.5,Col24a1,protein_coding,7621,0,0.0,0.0,0.0
9923,ENSMUSG00000105619.2,9530034A14Rik,lncRNA,1083,0,0.0,0.0,0.0
9924,ENSMUSG00000105959.2,D530037P16Rik,lncRNA,1027,0,0.0,0.0,0.0
9925,ENSMUSG00000074182.9,Znhit6,protein_coding,2657,2,0.7527286413248024,18.439119152250793,4.280890942253331
9926,ENSMUSG00000028195.5,Ccn1,protein_coding,2019,88,43.58593363051015,1067.6971480194825,10.061637358531405
9927,ENSMUSG00000097183.3,Gm17501,lncRNA,2130,1,0.4694835680751174,11.500643095664403,3.643930411139552
9928,ENSMUSG00000105608.2,Gm43408,processed_pseudogene,440,0,0.0,0.0,0.0
9929,ENSMUSG00000028194.16,Ddah1,protein_coding,3983,62,15.566156163695707,381.31431765338715,8.578615419821078
